핸들,이름,계정유형,국가,팔로워,게시물수,최근30일게시수,최근12개중앙조회수,최고조회수,배수상위3개,평소좋아요율,주력카테고리,최근20개중광고수,공구·판매링크운영,배정적합(김·오·선),등급(S·A·B·제외),허수판정,허수사유,마지막정면채굴일시,마지막확인shortcode,재방문예정일,발굴경로(엔진·시드계정),이계정채택수,사람검토,사람메모
bodoc_official,보닥 공식 인스타그램,국내 메디컬 인접 계정,한국,5065,123,0,495.5,770,,,의료·건강·생활건강·복약·영양정보,,,공용,B,실계정,,2026-08-06T00:24:46.981Z,DZri71xDyoN,2026-09-05T09:24:46.981+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 의료 및 건강 카테고리와 약·처방전·식품 보관·카페인·생활 건강 카드뉴스를 확인; 개인 약사 계정이 아닌 건강정보 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
broadwater.pharmacy,Broadwater Pharmacy,해외 메디컬 인접 계정,호주,281,80,,1142.5,2503,,,약국·처방전·일상 돌봄·여성건강 약사상담,,,공용,B,실계정,,2026-08-05T18:47:55.218Z,DbA6CANp6Q2,2026-08-12T05:15:03+09:00,E7 공개 웹 후보·Instagram 직접 확인,0,,"호주 Busselton–Dunsborough 지역 독립 약국 공개 프로필에서 처방전·일상 돌봄·여성건강 약사상담 콘텐츠와 약국 운영 정보를 확인; 개인 약사 계정이 아닌 약국 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
stg_wellness,Sandra Tadros Guirguis | Holistic Wellness Pharmacist,해외 약사 인플루언서,캐나다,2886,442,,1978.5,5857,,,폐경·여성건강·약사상담·운동·근거기반 웰니스,,,공용,A,실계정,,2026-08-05T18:28:28.676Z,DABADS5J8HX,2026-08-12T05:15:03+09:00,E7 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 약사·Menopause Society Certified Practitioner·Clinical Pharmacist·작가·공개강연자 자격 신호를 확인; 폐경과 여성건강 교육 중심의 개인 약사 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
hayu_pharmacist,하유약사 | 이지영 | 염증 & 혈당,국내 약사 인플루언서,한국,5.4만,250,,51500,2245000,,,염증·혈당·항염증·영양제·약사상담,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:39:20.281Z,DWgLYi2j1ga,2026-09-05T08:39:20.281+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 인증 프로필에서 염증·혈당 전문 약사와 10년 만성염증 경험을 확인; 컬리케일·오메가3·혈당 프로젝트 하이라이트 및 제품 링크를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
jilgyungyi_official,질경이 JILGYUNGYI,국내 메디컬 인접 계정,한국,8798,741,,957,159000,,,여성청결제·여성건강 정보·여성 케어,,,공용,B,실계정,,2026-08-06T00:17:50.821Z,DHUj6fsTswj,2026-09-05T09:17:50.821+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"여성청결제 전문 브랜드 공개 프로필에서 여성 고민과 여성 케어 정보 콘텐츠 및 공식 판매 링크를 확인; 개인 약사 계정이 아닌 브랜드 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
ggultip_yaksa,꿀팁약사 | 혈당·혈압·고지혈증 | 하정봉,국내 약사 인플루언서,한국,6.1만,470,,,,,,혈당·혈압·고지혈증·대사·영양제·약사상담,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:37:20.362Z,DbirvkAlPOo,2026-09-05T08:37:20.362+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,인증된 공개 프로필에서 18년차 약사와 혈당·혈압·고지혈증·대사성 여성질환 소개 및 연속혈당측정기 하이라이트를 확인; 공구와 맞춤 상담 링크가 있어 콘텐츠별 광고 판정을 별도로 관리 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정
yaksa_mh,명훈 약사 | 약사피셜·최명훈,국내 약사 인플루언서,한국,5만,433,10,,,,0.38%,약사상담·혈당·영양제·비타민D·오메가3·수면,있음,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T15:05:32.813Z,DWEXC7aEkto,2026-09-05T00:05:32.813+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"인증된 공개 프로필에서 약사 소개와 당뇨약·혈당 영양제·비타민D·오메가3·수면 제품 콘텐츠 및 공구 링크를 확인; 개인 약사 계정으로 분류하고 콘텐츠별 광고 판정을 별도로 관리 | 2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 10/12, 평소좋아요율 0.38% | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
ewha_yaksa,이화약사 | 피부미용·건강상담·다이어트,국내 약사 인플루언서,한국,1709,800,0,2467,4046,,,피부미용·건강상담·다이어트·운동,,,공용,B,실계정,,2026-08-05T23:50:45.958Z,CjXTGFyA15T,2026-09-05T08:50:45.958+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 이화약사 이름과 약사·건강·미용 소개 및 피부미용·건강상담·다이어트 콘텐츠를 확인; 수원 망포 뷰티온의원 링크를 함께 기록 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
yourhsis,약사동생,국내 약사 인플루언서,한국,7710,103,,110000,1582000,,,영양제·다이어트·피부·약사상담,,,공용,B,실계정,,2026-08-05T23:48:02.549Z,Dbn33vRA1Z6,2026-08-12T05:37:41+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"6년차 약사가 직접 확인한다는 공개 소개와 영양제·다이어트·피부 정보·1:1 상담 링크를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
3paranmoon,3층파란문약국,국내 메디컬 인접 계정,한국,826,343,,618.5,29000,,,지역 약국·일반의약품·복약상담·수면·소화,,,공용,B,실계정,,2026-08-06T00:40:00.368Z,DblRSH7pSR1,2026-08-12T05:46:47+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"용산 3층파란문약국 공개 프로필에서 약국 운영과 일반의약품·수면·소화·진통제 안내 콘텐츠를 확인; 개인 약사 계정이 아닌 약국 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
kmom_yaksa,케이맘약사 | 김일하,국내 약사 인플루언서,한국,6.6만,195,0,,,,,온가족 영양제·약국템·수면·약사상담,,,공용,B,실계정,,2026-08-05T23:37:20.362Z,DYlf66fj4Fg,2026-09-05T08:37:20.362+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,인증된 공개 프로필에서 12년차 약사와 온가족 영양제 선택 기준·약국 수면템·약사 하이라이트를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정
medical_newsroom,메디컬뉴스룸,국내 메디컬 인접 계정,한국,18.5만,4532,,66000,8027000,,,건강·의학·의학뉴스·건강제품·건강상식,,,공용,A,실계정,,2026-08-06T00:05:22.194Z,Da42AjBDLh3,2026-09-05T09:05:22.194+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"인증된 공개 프로필에서 의료 및 건강 카테고리와 건강·의학 최신 트렌드·의학뉴스·건강제품 콘텐츠를 확인; 개인 의료인 계정이 아닌 건강정보 미디어 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
jsr032_,더편한장사랑내과 종합건강검진센터,국내 메디컬 인접 계정,한국,141,154,,240.5,445,,,소화기내과·건강검진·내시경·5대암검진·건강정보,,,공용,A,실계정,,2026-08-05T18:07:17.087Z,DQYjfHYEq1A,2026-08-12T05:51:49+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"인천 남동구 소화기내시경 세부전문의 검진센터 공개 프로필에서 위·대장·간·유방·자궁경부암 검진과 내시경 준비·건강정보 콘텐츠를 확인; 병원 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
gangnam_yaksa,강남약사 | 탈모 다이어트 피부 상담,국내 약사 인플루언서,한국,282,13,0,,,,,탈모·다이어트·피부·임산부건강·동물약·약국상담,,,공용,B,실계정,,2026-08-05T23:54:15.819Z,C4eVNOdhfxQ,2026-09-05T08:54:15.819+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"강남스퀘어약국 대표약사 공개 프로필에서 임산부건강·동물약·강남역 탈모·다이어트·피부 상담 소개를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 공개 릴스 4/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 4건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 4/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 4건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 3/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 3건만 노출 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
malti_yaksa,말티약사 | 약사 김근형,국내 약사 인플루언서,한국,1.9만,143,9,,,,,약물안전·안구건조·탈모·피로회복·복약상담,,,공용,A,실계정,,2026-08-05T23:48:02.549Z,DXB292PiYzW,2026-09-05T08:48:02.549+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,인증된 의료 및 건강 카테고리에서 약사 김근형 소개와 인공눈물·구충제·피로회복·탈모·약상담 콘텐츠를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정
heung_di,흥디약사 | 화장품성분분석 3040 피부,국내 약사 인플루언서,한국,4392,333,9,5174,34000,,,피부·화장품성분·피부장벽·약사Q&A·생활건강,,,김주성·오약·선영,B,실계정,,2026-08-05T15:46:22.7419827Z,DYOx7euycJM,2026-09-05T00:46:22.741+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 약사·대한약사회 KPA 수상·3040 피부 성분표·루틴 분석을 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
ceci_yaksa,쎄씨약사 최혜은 | 세포들의 시간,국내 약사 인플루언서,한국,12.7만,564,,31500,184000,,,피부장벽·화장품성분·약사상담·피부루틴·여성건강,,,김주성·선영·오약,B,실계정,,2026-08-08T14:12:34+09:00,DWPZxExkwxc,2026-09-07T14:12:34+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"인증된 공개 프로필에서 18년차 약사·피부장벽 루틴 브랜드 창업자·피부루틴 하이라이트와 화장품 성분 콘텐츠를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정 | 2026-08-08 logged-in read-only recent12: 12/12 reel views; median 31500; max 184000; first three tiles visibly pinned; recent30 post count, usual-like rate, and recent20 ad count unresolved."
dralishareed,Dr. Alisha Reed | Pharmacist & Wellness Educator,해외 약사 인플루언서,미국,2.7만,2221,9,12000,119000,,,여성건강·심장건강·웰니스교육·건강문해력·약사관점,,,공용,B,실계정,,2026-08-06T01:06:17.539Z,DXXv7xsESBu,2026-08-12T06:16:22+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"인증된 공개 프로필에서 Pharmacist & Wellness Educator 소개와 40대 여성 대상 REFILL 전략·심장건강·모성 웰니스·약사 관점 콘텐츠를 확인해 해외 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
seokyoung.park1223,푸른나무약국 | 피부·다이어트·영양제·건강 상담 약사,국내 메디컬 인접 계정,한국,60,16,0,,,,,피부·다이어트·영양제·면역·동물약·약사상담,,,공용,B,실계정,,2026-08-06T00:50:44.902Z,DUMzFt4E293,2026-08-12T06:20:57+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"푸른나무약국 공개 프로필에서 약사 직접응대·피부·다이어트·영양제·동물약 상담과 365일 약국 운영을 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
youjin_yaksa,유진약사💊 | 하유진,국내 약사 인플루언서,한국,3만,211,10,,,,,건강·뷰티·여성건강·피부장벽·영양제·약국약정보,,,김주성·선영·오약,B,실계정,,2026-08-05T23:44:09.321Z,DYexsofAS0G,2026-09-05T08:44:09.321+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,인증된 공개 프로필에서 서울대 약대·11년차 약사 소개와 건강·뷰티·여성건강·피부장벽·영양제 하이라이트를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정
bada_yaksa,바다약사ㅣ염증·혈당·다이어트ㅣ약보다 습관 먼저,국내 약사 인플루언서,한국,1.6만,115,,,,,,혈당·염증·다이어트·건강습관·시니어건강·아이건강,,,공용,B,실계정,,2026-08-05T23:48:02.549Z,DbnwvEPD_l-,2026-09-05T08:48:02.549+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,인증된 공개 프로필에서 약사가 검증한 근거 기반 건강 루틴·10년 현장 상담 경험·혈당·염증·다이어트·아이건강 하이라이트를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정
healthy.yaksa,헬씨약사 | 약사의 “진짜” 건강 다이어트,국내 약사 인플루언서,한국,1.1만,69,8,,,,19.83%,혈당·다이어트·성분분석·레시피·건강습관,,,김주성·선영·오약,B,실계정,,2026-08-05T23:48:02.549Z,DHtMZm1PObp,2026-09-05T08:48:02.549+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"인증된 공개 프로필에서 혈당 실험·약사의 건강 선택 기준·다이어트 레시피·혈당·성분 리뷰 하이라이트를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 12/12, 평소좋아요율 19.83% | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
yaksa_hwanghaeyeon_,황해연 푸드닥터,국내 약사 인플루언서,한국,2121,480,,938.5,170000,,,다이어트·대사·혈압·신장건강·건강관리,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:50:45.958Z,DbqbtmipiTK,2026-09-05T08:50:45.958+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 30년 경력 약사·중앙대 약학과 전공·다이어트·대사·혈압·신장건강 콘텐츠와 죽염 다이어트 링크를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
manyjjju_yaksa,마니쭈 약사👩🏻‍⚕️ 손은주 | 다이어트 • 저속노화,국내 약사 인플루언서,한국,5766,99,11,6594,304000,,,다이어트·저속노화·약물부작용·광고판별·건강관리·영양제,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:50:45.958Z,DVsZl-aE7rx,2026-09-05T08:50:45.958+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"인증된 공개 프로필에서 인증 배지·39년차 약사·다이어트·저속노화·제품 부작용·과대광고 판별 소개와 약·화장품·영양제 하이라이트를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
hi_kim_yaksa,하이킴약사 ㅣ 마인드스낵 대표인플루언서,국내 약사 인플루언서,한국,2.2만,750,,,,,,뷰티·건강관리·피부·영양제·약물안전,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:44:09.321Z,Dbo6KhOk9TO,2026-09-05T08:44:09.321+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,인증된 공개 프로필에서 인증 배지·18년차 약사·뷰티 건강관리·피부·영양제·약물안전 상담과 월별 하이라이트를 확인해 국내 약사 인플루언서로 분류 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정
healthwellnesspharmacist1,Muhammad Javaid,해외 약사 인플루언서,국가 미상,1.5만,2738,,13500,30000,,,약물상담·건강교육·치료약물·웰니스,,,공용,B,실계정,,2026-08-06T01:06:49.612Z,DbqqHi8DNDN,2026-09-05T10:06:49.612+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 Pharmacist·Educator·Health Expert·Therapeutic Drug Consultant 소개와 건강교육·치료약물 상담 계정을 확인해 해외 약사 인플루언서로 분류; 국가 정보는 프로필에 없어 미상으로 유지 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
inbodypharm,InBodyPharmacy,국내 메디컬 인접 계정,한국,299,60,3,,,,,약국 솔루션·상담약국·약사교육·인바디·건강상담,,있음,공용,B,실계정,,2026-08-09T04:05:59+09:00,DbAeQwnRWWX,2026-08-12T07:00:42+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 인바디 공식 약국 솔루션·상담약국·약사 가능 사업과 약국현장·약사학회·약사님 리얼후기 하이라이트를 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 8/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 8건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-09 로그인 read-only 부분 관측: 릴스 8개 조회수 711·803·407·259·165·492·9994·379만 노출되어 recent12 미완료; 중앙값·최고조회수는 공란 유지"
doremi.pharmacy.official,도레미약국 | DOREMI PHARMACY,국내 메디컬 인접 계정,한국,523,16,,1300,7434,,,약국·의약품·웰니스·K-beauty·외국인 방문·약사추천,,있음,공용,B,실계정,,2026-08-05T17:53:45.170Z,Dbf4klrTZw2,2026-08-12T07:00:42+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"인증된 공식 약국 프로필에서 Korean Pharmacy·Medicine·Wellness·K-beauty·외국인 방문과 약사추천 게시물을 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
pharmplay_official,약사들의놀이터 PharmPLAY [💊팜플레이],국내 메디컬 인접 계정,한국,597,47,,580.5,3295,,,약사교육·복약상담·해외약국실무,,있음,공용,B,실계정,,2026-08-05T17:51:58.222Z,DLYBoiMSU62,2026-08-12T07:08:44+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"공개 프로필에서 약사들의놀이터 PharmPLAY와 캐나다 약사 플랫폼 소개 및 복약상담·약사교육·북미약국 실무 게시물을 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
