# 초기화 시각: 2026-08-06T18:51:06+09:00
# 형식: 종류|식별자|보조 식별자|상태
raw_observation|DbAyurIvMW7|yakdangdang|batch=20260808-E1-LOGIN-YAKDANGDANG-RECENT12-38;views=65000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Da6bPq2yMKm|yakdangdang|batch=20260808-E1-LOGIN-YAKDANGDANG-RECENT12-38;views=93000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbpYp1cTEk2|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=79000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbjpwIBPu3z|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=185000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbh5JgKzPjF|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=35000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbdIPhsK5mk|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=61000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbPs-C5TdyW|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=95000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbIhIkPznnS|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=24000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbDkf36zlRK|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=29000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbAxCaKJw-O|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=13000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DaxG8CfzRD0|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=16000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DasVPXUKhhv|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=21000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Damt7fFzMSf|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=28000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DakNKcNT--C|gureumpharm|batch=20260808-E1-LOGIN-GUREUMPHARM-RECENT12-39;views=121000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DJTc-VByxGm|bbuuu_yaksa|batch=20260808-E1-LOGIN-BBUUUYAKSA-RECENT12-PARTIAL-42;views=182000;recent12=0;pinned=1;source=instagram_logged_in_readonly
raw_observation|DI6RaITy0sf|bbuuu_yaksa|batch=20260808-E1-LOGIN-BBUUUYAKSA-RECENT12-PARTIAL-42;views=43000;recent12=0;pinned=1;source=instagram_logged_in_readonly
raw_observation|DbsfQ1tBJ1n|bbuuu_yaksa|batch=20260808-E1-LOGIN-BBUUUYAKSA-RECENT12-PARTIAL-42;views=18000;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbnikFHSN75|bbuuu_yaksa|batch=20260808-E1-LOGIN-BBUUUYAKSA-RECENT12-PARTIAL-42;views=13000;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbky9qiSN_0|bbuuu_yaksa|batch=20260808-E1-LOGIN-BBUUUYAKSA-RECENT12-PARTIAL-42;views=16000;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbigZSQyAr8|bbuuu_yaksa|batch=20260808-E1-LOGIN-BBUUUYAKSA-RECENT12-PARTIAL-42;views=37000;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbat28gSEkt|bbuuu_yaksa|batch=20260808-E1-LOGIN-BBUUUYAKSA-RECENT12-PARTIAL-42;views=15000;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbVjtjjyQYT|bbuuu_yaksa|batch=20260808-E1-LOGIN-BBUUUYAKSA-RECENT12-PARTIAL-42;views=22000;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbS3DJaS8T6|bbuuu_yaksa|batch=20260808-E1-LOGIN-BBUUUYAKSA-RECENT12-PARTIAL-42;views=17000;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|CsJbQ4zre7S|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=426000;recent12=1;pinned=1;source=instagram_logged_in_readonly
raw_observation|CribuG7OMcI|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=460000;recent12=1;pinned=1;source=instagram_logged_in_readonly
raw_observation|Dbw-D58SuUW|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=1420;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbvNoV2yGPH|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=85000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbri8CISvta|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=42000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbnVW2uSU43|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=7516;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DblKRK6SU3i|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=6126;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbiQGKqSxlu|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=8971;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbgH-7nymUY|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=1021000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbe--vayP9H|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=192000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbbCmmdy9Oj|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=56000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbZDbHQyt4b|juny_yaksa|batch=20260808-E1-LOGIN-JUNY-YAKSA-RECENT12-44;views=44000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DF98bPkJjwP|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=3230000;recent12=1;pinned=1;source=instagram_logged_in_readonly
raw_observation|DbscP7iSc19|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=7290;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbnhergSH4c|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=4581;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbkPo8ey1e-|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=7929;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dba5pPcSoQ6|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=14000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbQONjxyOhh|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=18000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbNpP83yCYQ|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=23000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbLI71yy0eS|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=11000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbH2KnFRqBp|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=11000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbC5vcZyAtX|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=7474;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbA0PbGyWtr|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=49000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Da4nLSvyKq1|bro_yaksa|batch=20260808-E1-LOGIN-BRO-YAKSA-RECENT12-45;views=23000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZNR_QhPhpk|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=386000;recent12=1;pinned=1;source=instagram_logged_in_readonly
raw_observation|DWyacI6A1Qy|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=293000;recent12=1;pinned=1;source=instagram_logged_in_readonly
raw_observation|DbvlY70ghw3|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=39000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbtC5GMgFBo|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=41000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbskjbpAH38|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=26000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbqb3bIAN20|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=12000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbnaxXMANaE|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=69000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DblMYE0vjea|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=30000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbiuEFmvgB9|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=23000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbgNKuLPWac|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=21000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbdnVI4vjfH|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=99000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbbFZDxvGYt|shine_yaksa|batch=20260808-E1-LOGIN-SHINE-YAKSA-RECENT12-46;views=300000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZoW0CUPatb|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=266000;recent12=1;pinned=1;source=instagram_logged_in_readonly
raw_observation|DbwjlmZPlCO|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=7342;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbuzZOBvddr|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=10000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbsSGM6PlXM|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=27000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbp59rwPbrD|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=7286;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbnc5GMP4DB|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=12000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbenzHiP9H7|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=9346;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbb70_GvOKJ|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=446000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbVGKKexZeH|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=10000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbUN24cP4ge|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=13000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbPstdLv9LP|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=18000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbNNykcxq1n|liz_yaksa|batch=20260808-E1-LOGIN-LIZ-YAKSA-RECENT12-48;views=18000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DYhOESPzjEf|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=278000;recent12=1;pinned=1;source=instagram_logged_in_readonly
raw_observation|DZXRFC-zVHr|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=250000;recent12=1;pinned=1;source=instagram_logged_in_readonly
raw_observation|DZNBTo0zmVz|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=87000;recent12=1;pinned=1;source=instagram_logged_in_readonly
raw_observation|DbvL4JcT0Ih|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=12000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbsqfiGTzRA|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=9239;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbqCVRhzZDM|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=9197;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbnkcoZTE0v|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=13000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbmy5orB8yv|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=13000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbk8twqzwy9|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=87000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbh4kZ9zlMC|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=12000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbdb42YBioD|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=27000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbasbbMzwX-|jasin_yaksa|batch=20260808-E1-LOGIN-JASIN-YAKSA-RECENT12-49;views=18000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbx98U5SvKG|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=7880;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbvYQgxStma|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=11000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbsvtV_yEyb|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=50000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbqU_nstonR|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=109000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbpP8k-yUvV|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=14000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DblAi27SKGS|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=36000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbieytxys6P|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=18000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbgAKA-Suhc|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=54000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbdZod1ywgt|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=179000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbaxHUxSKyt|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=23000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbXLuC0Sipk|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=30000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbVneEpS2aq|ssofit_yaksa|batch=20260809-E1-SCHEDULED-SSOFIT-YAKSA-RECENT12-311;views=13000;recent12=1;pinned=0;source=instagram_logged_in_readonly

raw_observation|DOnf2Goj5oj|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=598000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DShx_KPDylo|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=51000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DTkesWkDzOc|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=52000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbvGKHcPD4W|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=4621;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbsMzpOPzhL|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=58000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbnxFSnve3o|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=25000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbnR1vfPZ4v|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=15000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DblJt-zvU1V|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=159000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dbe74zxP-sQ|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=56000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbcS8dbPFGK|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=8137;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Dba4t8oPz6o|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=7621;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbZiYRoPN7B|spring_pharmy|batch=20260809-E1-LOGIN-SPRING-PHARMY-RECENT12-312;views=40000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DP0CzdIkxOC|ivywellness_official|batch=20260809-E1-LOGIN-IVYWELLNESS-RECENT5-PARTIAL-315;views=201;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|C-FGV8eyC2g|ivywellness_official|batch=20260809-E1-LOGIN-IVYWELLNESS-RECENT5-PARTIAL-315;views=204;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|C9yesbRyJAn|ivywellness_official|batch=20260809-E1-LOGIN-IVYWELLNESS-RECENT5-PARTIAL-315;views=278;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|CQINw5jnqoX|ivywellness_official|batch=20260809-E1-LOGIN-IVYWELLNESS-RECENT5-PARTIAL-315;views=65;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|B-bDO-6HIB2|ivywellness_official|batch=20260809-E1-LOGIN-IVYWELLNESS-RECENT5-PARTIAL-315;views=508;recent12=0;pinned=0;source=instagram_logged_in_readonly
raw_observation|DVNRHPnkpU9|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=589000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DaNPo2ayR5E|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=3612000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DWobKJ5EZFR|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=375000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbpU9JzRTu4|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=29000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbiV3VdRd7h|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=49000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbXH_qwRpZt|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=35000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbTNorARrK5|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=22000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbPzw5xxbcj|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=19000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Da4izbgRsNq|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=58000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Da2fluxyl5q|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=41000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Day59Qxy_Yd|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=36000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DamVR5_x81u|mentor_pharm|batch=20260809-E1-LOGIN-MENTOR-PHARM-RECENT12-318;views=21000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbY9FbNjYY5|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=208000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbVJLgkjAzW|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=67000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Da8LgLZsJd7|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=44000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Da2uwJaMogd|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=17000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DafNguRiTkT|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=8413;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DaPisMzuhwz|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=45000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DaKSJ7SlCuQ|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=37000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZ4erbdlxtM|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=17000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZ15ZSFAu5N|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=11000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZujwVGDZy_|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=29000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZuHUBXAluJ|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=52000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZpCM6duCQy|eva.pharma|batch=20260809-E1-LOGIN-EVA-PHARMA-RECENT12-319;views=33000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbwAaHoOCX2|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=2451;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbbqkRMuh09|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=3338;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DbJB8e2NLxj|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=2618;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZyKQFkhiAO|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=10000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZVXnc6Ahcf|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=4248;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZImXK_OSia|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=21000;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZIPYtMxysg|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=4132;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZGNGEZJznW|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=6046;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DZDtjjbxT5t|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=4602;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DY73ZQ0yVOp|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=4839;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DY7Tw3Vxqjx|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=9537;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|DY5TxiZS1io|um_radyfhs|batch=20260809-E1-LOGIN-UM-RADYFHS-RECENT12-320;views=4975;recent12=1;pinned=0;source=instagram_logged_in_readonly
raw_observation|Da0WxSQiZA0|uncpharmacy|batch=20260809-E1-LOGIN-UNCPHARMACY-RECENT12-322;views=6711;recent12=1;pinned=0;source=instagram_logged_in_readonly
