포맷ID,포맷명,한줄정의,훅유형,구조(비트 단위로 초 배분까지),길이대,편집장치,촬영,자막스타일,제작난이도(상·중·하),필요장비,대표영상URL 3개,대표배수중앙값,국내약사사용계정수,국내약사사용영상수,국내최초사용일,국내최근사용일,소진도,인접버티컬사용,해외사용,이식가능성(상·중·하),이식근거,각색안,어떤주제와붙나,배정적합인물,우리사용이력,재사용가능일,상태,사람검토,사람메모
FMT-BURNOUT-RECOVERY-3STEP-001,번아웃 회복 생활요법·영양제 3단 구성,개인 경험 고백 뒤 생활요법과 영양제 루틴을 3개씩 제시하는 릴스,H10 개인고백,개인 고백 0-10초→생활요법 10-35초→영양제 35-52초→위로 CTA 52-60초,45-60초,체크리스트·생활 장면·성분명 자막,약사 설명 릴스,체크 표시·짧은 문장,중,스마트폰·욕실 장면·자막 그래픽,https://www.instagram.com/salt.yaksa/reel/Dbasl3VTGLs/,4.9,1,1,2026-07-30,2026-07-30,무주공산,미조사,미조사,상,개인 번아웃 고백과 생활요법·영양제요법을 한 영상에 연결한 공개 캡션,개인 경험은 근거와 구분하고 의료상담이 필요한 상태를 별도 안내,번아웃·스트레스·수면·웰니스,김주성·오약·선영·공용,미사용,,후보,검토,대표배수중앙값 보정(2026-08-06): 대표영상URL 1개와 canonical contents.csv 배수 4.9에서 중앙값 4.9 산출; 국내 사용일 보정(2026-08-06): 대표영상URL exact match 콘텐츠 게시일 2026-07-30
FMT-FOOD-STORAGE-3RULE-001,식품별 냉장·상온 보관 3원칙 카드형,식품별 보관 위치와 식중독 위험을 출처와 함께 정리하는 생활건강 정보 포맷,오해 교정형,보관 오해 질문 0-3초→식품별 냉장·상온 기준 3-30초→식중독 위험 식품 30-42초→보관 3원칙·저장 CTA 42-55초,45-60초,온도 수치 자막·식품별 카드·3원칙 번호,화면 자료 중심 릴스,질문형 첫 문장·숫자·주의 문구,중,스마트폰·식품 이미지·자막 카드,https://www.instagram.com/bodoc_official/reel/DY4dbNcv_rA/,1.5,0,0,2026-05-28,2026-05-28,무주공산,미조사,미조사,상,"식약처·USDA FoodKeeper·EFSA 출처와 식품별 수치, 오해 교정, 3원칙, 저장 CTA를 한 화면 흐름으로 묶어 생활건강 정보로 재사용 가능",약 보관·검진 전 준비·여름철 식품 안전을 같은 식품별 분류표와 3원칙 구조로 각색,식품 보관·식중독 예방·생활건강·약 보관,김주성·오약·선영·공용,미사용,,후보,검토,"조회수·배수 게이트는 미달이지만 신규 형식이며, 출처·수치·실천 규칙이 명확해 F급 예외로 채택 | 국내 약사 사용 0계정·0영상 확정: 연결 canonical 콘텐츠 1건은 bodoc_official이며 국내 메디컬 인접 계정 | 대표배수중앙값 보정(2026-08-06): 대표영상URL 1개와 canonical contents.csv 배수 1.5에서 중앙값 1.5 산출"
FMT-SUNSCREEN-LAYER-EXPERIMENT-001,선크림 도포량 비교 실험형,선크림 도포량과 분할 간격을 실험 비교하고 측정 수치로 실행법을 제시,질문형,차이 찾기 질문→선크림 도포 실험 비교→누락 부위·SPF 수치→2~3분 간격 실행→공유·팔로우 CTA,,좌우 비교 화면·누락 부위 강조·실험 수치 자막,,,,,https://www.instagram.com/dr.wongu/reel/Day14YnhYIa/,6.4286,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,raw에서 직접 확인한 포맷 지문: 차이 찾기 질문→선크림 도포 실험 비교→측정 수치·실행 간격→공유·팔로우 CTA. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,선영: 선크림 도포량·재도포 간격 실험 비교,선크림·도포량·SPF·재도포 간격,선영,미사용,,후보,검토,raw format_fingerprint 직접 관측값으로 신규 카드 생성. 국내 약사 사용계정수·E10 역추적·캡처는 후속 확인 대상. | 2026-08-07T05:23:03+09:00 직접근거 보완: canonical 각색안에 명시된 배정 주체 '선영'를 배정적합인물에 기록. 연결 콘텐츠 DRWONGU-Day14YnhYIa의 배정값 '선영'은 콘텐츠 원장에 그대로 보존.
FMT-SHIFTWORK-SLEEP-ROUTINE-001,교대근무 수면 루틴 따라하기형,교대근무 상황을 제시하고 따라 할 수면·생활 루틴으로 전환,질문형,교대근무 상황 제시→따라 하기형 수면 행동 제안,,영상 편집 방식 미확인,,,,,https://www.instagram.com/dr_park_skin/reel/DaSj1oetPvj/,8.8,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,raw에서 직접 확인한 포맷 지문: 교대근무 상황 질문→따라 하기형 수면·생활 루틴 제안. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 야간근무·시험기간 수면 루틴,교대근무·수면·생활 루틴,공용,미사용,,후보,검토,raw format_fingerprint 직접 관측값으로 신규 카드 생성. 국내 약사 사용계정수·E10 역추적·캡처는 후속 확인 대상. | 2026-08-07T05:23:03+09:00 직접근거 보완: canonical 각색안에 명시된 배정 주체 '공용'를 배정적합인물에 기록. 연결 콘텐츠 DRPARKSKIN-DaSj1oetPvj의 배정값 '공용'은 콘텐츠 원장에 그대로 보존.
FMT-ANONYMOUS-COUNSEL-CTA-001,익명 무료상담 연결형,말하기 어려운 고민을 익명·무료 상담의 신뢰 근거와 채널 안내로 연결,질문형,피임·임신 고민 제시→익명·무료 상담 신뢰 근거→전화·카톡·온라인 상담 CTA,,캡션 정보형·영상 편집 방식 미확인,,,,,https://www.instagram.com/loveplan__/reel/DbjxyHOM_LF/,721.41,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,raw에서 직접 확인한 포맷 지문: 피임·임신 고민 질문→익명·무료 상담 신뢰 근거→전화·카톡·온라인 상담 CTA. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,선영: 말하기 어려운 여성건강 질문을 익명 상담 채널로 연결,피임·임신 고민·익명 상담,선영,미사용,,후보,검토,raw format_fingerprint 직접 관측값으로 신규 카드 생성. 국내 약사 사용계정수·E10 역추적·캡처는 후속 확인 대상. | 2026-08-07T05:23:03+09:00 직접근거 보완: canonical 각색안에 명시된 배정 주체 '선영'를 배정적합인물에 기록. 연결 콘텐츠 LOVEPLAN-DbjxyHOM_LF의 배정값 '공용'은 콘텐츠 원장에 그대로 보존.
FMT-HEALTHCHECK-ROLEPLAY-001,건강검진 상황극 기준표 안내형,상황극 질문으로 건강검진 필요성을 열고 암종별 기준과 확인 채널을 안내,H6 상황극·스킷,상황극 질문→국가건강검진 필요성→6개 암종 검진 기준→공단 누리집 확인 CTA,,캡션 기준표·영상 편집 방식 미확인,,,,,https://www.instagram.com/nhis_korea/reel/Da2P5puT6qC/,11.54,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,raw에서 직접 확인한 포맷 지문: 상황극 질문→국가건강검진 필요성→6개 암종 검진 기준→공단 누리집 확인 CTA. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 검진 시기를 묻는 상황극→검진 기준표→공식 확인 채널,국가건강검진·암검진 기준,공용,미사용,,후보,검토,raw format_fingerprint 직접 관측값으로 신규 카드 생성. 국내 약사 사용계정수·E10 역추적·캡처는 후속 확인 대상. | 2026-08-07T05:23:03+09:00 직접근거 보완: canonical 각색안에 명시된 배정 주체 '공용'를 배정적합인물에 기록. 연결 콘텐츠 NHISKOREA-Da2P5puT6qC의 배정값 '공용'은 콘텐츠 원장에 그대로 보존.
FMT-FOOD-HEADACHE-ANIMATION-001,증상 원인 음식 애니메이션 건강툰형,익숙한 증상 질문을 음식 캐릭터 애니메이션과 원인 후보 소개로 설명,질문형,두통 호소→음식이 원인이 될 수 있다는 질문→유발 가능 음식 소개→영상 시청 유도,,음식 캐릭터 애니메이션·영어 자막·이모지,,,,,https://www.instagram.com/medicalkoreaofficial/reel/DbC0Xb_ho5e/,4.78,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,raw에서 직접 확인한 포맷 지문: 두통 호소→음식이 원인이 될 수 있다는 질문→음식 캐릭터 애니메이션 건강툰→영상 시청 유도. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 반복 증상과 식품·생활습관 후보를 캐릭터 건강툰으로 설명,두통·음식·증상 원인,공용,미사용,,후보,검토,raw format_fingerprint 직접 관측값으로 신규 카드 생성. 국내 약사 사용계정수·E10 역추적·캡처는 후속 확인 대상. | 2026-08-07T05:23:03+09:00 직접근거 보완: canonical 각색안에 명시된 배정 주체 '공용'를 배정적합인물에 기록. 연결 콘텐츠 MEDICALKOREA-DbC0Xb_ho5e의 배정값 '김주성·오약·선영'은 콘텐츠 원장에 그대로 보존.
FMT-SCALP-SOAP-CHECK-001,제품군별 두피 상태 점검형,제품군을 금지·추천 목록으로 나누고 두피 상태 확인 행동으로 마무리,질문형,제품군별 금지·추천 목록→두피 상태 확인 경고→저장 CTA,,제품군별 목록·두피 상태 기준·저장 CTA,,,,,https://www.instagram.com/dr.hair_lee/reel/DWDAkYwEpjj/,,1,1,,,무주공산,국내 메디컬 인접 계정,미조사,검토,raw에서 직접 확인한 포맷 지문: 질문형 훅 → 제품군별 금지·추천 목록 → 상태 확인 경고 → 저장 CTA. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,선영: 두피 상태별 생활용품 선택 기준과 금지 목록,탈모·두피·생활용품 선택,선영,미사용,,후보,검토,raw format_fingerprint 직접 관측값으로 신규 카드 생성. 국내 약사 사용계정수·E10 역추적·캡처는 후속 확인 대상. | 2026-08-07T05:23:03+09:00 직접근거 보완: canonical 각색안에 명시된 배정 주체 '선영'를 배정적합인물에 기록. 연결 콘텐츠 DRHAIRLEE-DWDAkYwEpjj의 배정값 '선영'은 콘텐츠 원장에 그대로 보존.
FMT-ALLERGY-RANKING-DM-001,알레르기약 순위·DM 연결형,전제 제시→알레르기약 순위 비교→DM CTA,목록형,전제 제시→알레르기약 순위 비교→DM CTA,,제품명 목록·순위 비교,,,,,https://www.instagram.com/manyjjju_yaksa/reel/DbU7fWtzX1P/,,1,1,2026-07-27,2026-07-27,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 목록형→전제 제시→알레르기약 순위 비교→DM CTA→제품명 목록·순위 비교. E10 역추적은 아직 확인하지 않음.,김주성: 알레르기약 성분별 선택 기준과 상담 CTA,알레르기약·성분 비교·상담,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-SKIN-TOP7-DM-001,피부 제품 TOP7·DM 연결형,TOP7 목록→제품별 특징·사용 목적→댓글 키워드 DM CTA,목록형,TOP7 목록→제품별 특징·사용 목적→댓글 키워드 DM CTA,,순위 숫자·제품명 자막·제품 이미지,,,,,https://www.instagram.com/alpaca_yaksa/reel/C_acRdkpjat/,,1,1,2024-08-29,2024-08-29,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 목록형→TOP7 목록→제품별 특징·사용 목적→댓글 키워드 DM CTA→순위 숫자·제품명 자막·제품 이미지. E10 역추적은 아직 확인하지 않음.,선영: 피부 고민별 약국템 TOP7과 선택 기준,피부 제품·사용 목적·선택 기준,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-ALLERGY-MECHANISM-ACTION-001,알레르기 증상 원리·대응형,증상 제시→혈관·신경·히스타민 원리→생활 대응과 항히스타민제 팁,문제 해결형,증상 제시→혈관·신경·히스타민 원리→생활 대응과 항히스타민제 팁,,증상 키워드 강조·원인 단계 자막·대응 팁 카드,,,,,https://www.instagram.com/ddib_yaksa/reel/DSjLo3qEj_-/,,1,1,2025-12-21,2025-12-21,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 문제 해결형→증상 제시→혈관·신경·히스타민 원리→생활 대응과 항히스타민제 팁→증상 키워드 강조·원인 단계 자막·대응 팁 카드. E10 역추적은 아직 확인하지 않음.,김주성: 증상별 알레르기 원리와 일반약 상담 기준,알레르기·히스타민·항히스타민제,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-LENS-RANKING-COMPARE-001,렌즈 성분·보습력 순위 비교형,순위 공개→성분·보습력·렌즈 호환 비교→추천 대상 정리,순위 비교형,순위 공개→성분·보습력·렌즈 호환 비교→추천 대상 정리,,순위 카운트다운·성분 자막·렌즈 아이콘,,,,,https://www.instagram.com/hayu_pharmacist/reel/DanMzctNKQ2/,,1,1,2026-07-10,2026-07-10,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 순위 비교형→순위 공개→성분·보습력·렌즈 호환 비교→추천 대상 정리→순위 카운트다운·성분 자막·렌즈 아이콘. E10 역추적은 아직 확인하지 않음.,선영: 콘택트렌즈 사용자의 성분·보습력 선택 기준,렌즈·점안·성분 비교,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-PRECONCEPTION-CHECKLIST-DM-001,임신 준비 체크리스트·DM형,임신 준비 질문→영양제·생활 체크리스트→댓글 키워드 DM CTA,체크리스트형,임신 준비 질문→영양제·생활 체크리스트→댓글 키워드 DM CTA,,체크리스트 자막·핵심 성분 강조·저장 CTA,,,,,https://www.instagram.com/yaksa_nam/reel/DDZpK-WTpce/,,1,1,2024-12-10,2024-12-10,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 체크리스트형→임신 준비 질문→영양제·생활 체크리스트→댓글 키워드 DM CTA→체크리스트 자막·핵심 성분 강조·저장 CTA. E10 역추적은 아직 확인하지 않음.,선영: 임신 준비 영양·생활 체크리스트와 상담 안내,임신 준비·영양제·생활습관,오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-PHARMACY-ASMR-BEHIND-001,약국 장비 ASMR·비하인드형,장비 소리 제시→장비별 역할 설명→고장 징후와 현장 반응,ASMR·비하인드형,장비 소리 제시→장비별 역할 설명→고장 징후와 현장 반응,,장비 클로즈업·소리 중심 편집·장비명 자막,,,,,https://www.instagram.com/timepharm/reel/DZwymy0xZ1F/,,1,1,2026-06-19,2026-06-19,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: ASMR·비하인드형→장비 소리 제시→장비별 역할 설명→고장 징후와 현장 반응→장비 클로즈업·소리 중심 편집·장비명 자막. E10 역추적은 아직 확인하지 않음.,공용: 약국 조제 장비 소리와 현장 안전 포인트,약국 현장·조제 장비·직업 이야기,김주성,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-SYMPTOM-SELF-CHECK-001,증상 자가진단·댓글 참여형,질문 제시→증상 항목 나열→댓글 경험 공유,자가진단형,질문 제시→증상 항목 나열→댓글 경험 공유,,번호형 증상 자막·체크 유도·짧은 반복 컷,,,,,https://www.instagram.com/yourhsis/reel/DaeBdcehd4H/,,1,1,2026-07-05,2026-07-05,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 자가진단형→질문 제시→증상 항목 나열→댓글 경험 공유→번호형 증상 자막·체크 유도·짧은 반복 컷. E10 역추적은 아직 확인하지 않음.,공용: 생활 증상 체크리스트와 경험 공유 CTA,증상 체크·자가관리·경험 공유,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-SKIN-COMBINATION-CAUTION-001,피부 성분 금지 조합·시간 분리형,주의 조합 제시→자극 원리→사용 시간 분리→예시 제품 정보,금지 조합형,주의 조합 제시→자극 원리→사용 시간 분리→예시 제품 정보,,조합별 경고 아이콘·성분명 자막·아침/저녁 색상 구분,,,,,https://www.instagram.com/yak_guide/reel/DZFEzk5vLQt/,,1,1,2026-06-02,2026-06-02,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 금지 조합형→주의 조합 제시→자극 원리→사용 시간 분리→예시 제품 정보→조합별 경고 아이콘·성분명 자막·아침/저녁 색상 구분. E10 역추적은 아직 확인하지 않음.,선영: 피부 성분 금지 조합과 아침·저녁 사용 간격,피부 성분·자극·사용 간격,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-DRUG-EFFECT-QUESTION-001,약물 효과 저하 질문·이유 설명형,효과 저하 질문→약물·체중 변화 설명→댓글 반응 유도,질문·이유 설명형,효과 저하 질문→약물·체중 변화 설명→댓글 반응 유도,,약물명 강조·시간 경과 표현·질문형 자막,,,,,https://www.instagram.com/yaksa_hwanghaeyeon_/reel/DZ7ILajPZlE/,,1,1,2026-06-23,2026-06-23,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 질문·이유 설명형→효과 저하 질문→약물·체중 변화 설명→댓글 반응 유도→약물명 강조·시간 경과 표현·질문형 자막. E10 역추적은 아직 확인하지 않음.,김주성: 약물 효과 변화와 체중·복용 상황 점검,약물 안전·체중 변화·효과 점검,오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-SKIN-EXPERT-LIST-001,피부 전문가 추천 목록형,문제 제기→제품 목록→선택 기준,전문가 추천 목록,문제 제기→제품 목록→선택 기준,,제품 자막·목록형 편집,,,,,https://www.instagram.com/dr.wongu/reel/DPvbhndkuIU/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 전문가 추천 목록→문제 제기→제품 목록→선택 기준→제품 자막·목록형 편집. E10 역추적은 아직 확인하지 않음.,선영: 피부 고민별 제품군과 선택 기준 목록,피부·제품 선택·전문가 추천,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-INSTITUTION-SEASONAL-MESSAGE-001,기관 기념일 정보 메시지형,선택 질문→기념일 정보→기관 메시지,선택 질문,선택 질문→기념일 정보→기관 메시지,,이모지·큰 자막·브랜드 전환,,,,,https://www.instagram.com/nhis_korea/reel/DaUxfQPThqy/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 선택 질문→선택 질문→기념일 정보→기관 메시지→이모지·큰 자막·브랜드 전환. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 건강 기념일·검진 안내를 큰 자막과 공식 정보로 전환,공공건강·건강 기념일·기관 안내,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-PARTICIPATION-RECRUIT-CTA-001,참여 모집·혜택 안내형,참여 대상→상금·혜택→신청 안내,참여 모집형 공지,참여 대상→상금·혜택→신청 안내,,행사 정보 카드·이모지,,,,,https://www.instagram.com/loveplan__/reel/DMRObWYSkwf/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 참여 모집형 공지→참여 대상→상금·혜택→신청 안내→행사 정보 카드·이모지. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 건강 캠페인 참여 대상·혜택·신청 절차를 카드로 정리,건강 캠페인·참여 모집·신청 안내,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-HOSPITAL-CASE-MESSAGE-001,병원 현장 사례 메시지형,위기 제시→현장 대응→의료진 메시지,현장 사례형,위기 제시→현장 대응→의료진 메시지,,상황 자막·현장 서사,,,,,https://www.instagram.com/snubh_official/reel/DahbjFxvGNp/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 현장 사례형→위기 제시→현장 대응→의료진 메시지→상황 자막·현장 서사. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 환자 안전·의료진 대응 사례를 현장 서사로 설명,의료현장·환자 사례·의료진 메시지,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-HEALTH-MYTH-EXPLAINER-001,건강 통념 반박 정보형,선택 질문→통념 반박→건강 정보,정보형 도입,선택 질문→통념 반박→건강 정보,,핵심 자막·정보 카드,,,,,https://www.instagram.com/gunginam_tv/reel/Da7fqEtPInL/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→선택 질문→통념 반박→건강 정보→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 익숙한 건강 통념을 선택 질문과 근거 설명으로 전환,건강 통념·영양·생활습관,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-MEDICAL-TREND-INTRO-001,의료 트렌드·기관 메시지 도입형,인물 소개→트렌드 설명→병원 메시지,정보형 도입,인물 소개→트렌드 설명→병원 메시지,,핵심 자막·정보 카드,,,,,https://www.instagram.com/chosunich.official/reel/DbE1oRhhmwh/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→인물 소개→트렌드 설명→병원 메시지→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 의료 트렌드 질문을 전문의 설명과 기관 안내로 연결,의료 트렌드·병원 정보·전문가 설명,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-LIFE-STAGE-PRODUCT-INTRO-001,연령대별 제품 정보 도입형,연령대 대비→제품 특징→구매 안내,정보형 도입,연령대 대비→제품 특징→구매 안내,,핵심 자막·정보 카드,,,,,https://www.instagram.com/jilgyungyi_official/reel/DLqvEgAvN4u/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→연령대 대비→제품 특징→구매 안내→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,선영: 연령대별 생활용품·건강 제품 선택 기준으로 전환,연령대·생활용품·제품 선택,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-DERMATOLOGY-MATCH-TABLE-001,전문의 매칭표·DM 연결형,댓글 참여→전문의 매칭표 제공→DM 유도,정보형 도입,댓글 참여→전문의 매칭표 제공→DM 유도,,핵심 자막·정보 카드,,,,,https://www.instagram.com/zeroderma_official/reel/Dah1oV9T3fH/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→댓글 참여→전문의 매칭표 제공→DM 유도→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,선영: 피부 고민별 진료 선택표와 상담 연결로 전환,피부 고민·전문의 매칭·상담,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-PHARMACY-PROFILE-ROUTING-001,핵심 안내·프로필 연결형,핵심 안내→프로필 링크 연결,정보형 도입,핵심 안내→프로필 링크 연결,,핵심 자막·정보 카드,,,,,https://www.instagram.com/dana_pharmacy_/reel/CzxKCTMhU29/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→핵심 안내→프로필 링크 연결→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 약국 건강 안내를 프로필의 상세 자료로 연결,약국·지역건강·복약지도,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-PHARMACY-CAMPAIGN-VISIT-001,약국 캠페인 혜택·방문 유도형,캠페인 제시→혜택 안내→방문 유도,정보형 도입,캠페인 제시→혜택 안내→방문 유도,,핵심 자막·정보 카드,,,,,https://www.instagram.com/readyyoungpharmacy_global/reel/Dbem_h_TJ73/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→캠페인 제시→혜택 안내→방문 유도→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 약국 캠페인 혜택과 방문 전 확인 사항을 순서대로 안내,약국 캠페인·혜택·방문 안내,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-CLINIC-VISIT-HEALTH-INTRO-001,의료진 방문·건강 정보 안내형,인물 방문→건강 정보→병원 안내,정보형 도입,인물 방문→건강 정보→병원 안내,,핵심 자막·정보 카드,,,,,https://www.instagram.com/urimedi1/reel/Da_35lFplv4/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→인물 방문→건강 정보→병원 안내→핵심 자막·정보 카드. 국내 약사 사용과 E10 역추적은 아직 확인하지 않음.,공용: 의료진 방문 장면을 건강 정보와 진료 안내로 연결,의료진 방문·건강 정보·병원 안내,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 인접 계정이며 국내 약사 사용 수·E10 역추적·중간 프레임은 후속 대상.
