"﻿﻿포맷ID","포맷명","한줄정의","훅유형","구조(비트 단위로 초 배분까지)","길이대","편집장치","촬영","자막스타일","제작난이도(상·중·하)","필요장비","대표영상URL 3개","대표배수중앙값","국내약사사용계정수","국내약사사용영상수","국내최초사용일","국내최근사용일","소진도","인접버티컬사용","해외사용","이식가능성(상·중·하)","이식근거","각색안","어떤주제와붙나","배정적합인물","우리사용이력","재사용가능일","상태","사람검토","사람메모"
"FMT-WOUND-ANTISEPTIC-MYTH-001","상처 처치 통념 반박·상비약 안내형","잘못 알려진 상처용 빨간약 사용법을 반박하고 세척·소독·드레싱 원칙을 짧게 정리하는 약사 설명 릴스","통념 반박형","잘못된 빨간약 도포법 제시 0-3초→상처 세척·소독·드레싱 원칙 반박 3-15초→성분별 사용 범위와 진료 신호 15-24초→저장 CTA 24-29초","20-30초","상처 부위 도포 장면·오답 X표시·3단계 순서 자막·진료 신호 강조","약사 설명형 릴스","통념 반박 자막+3단계 체크리스트","중","스마트폰·조명·상처 처치 소품","https://www.instagram.com/donggong_yak/reel/DYt_EQkJ6Cw/","14.5417","1","1","2026-05-24","2026-08-11","무주공산","약물안전·복약·응급처치","미조사","중","통념 반박 뒤 상처 처치 원칙을 순서로 정리하는 구조는 약물안전·상비약 안내로 이식 가능하지만, 성분별 사용 범위와 진료 신호는 최신 공식 근거 확인이 필요","책 구매·확인 CTA는 제거하고 상처 세척→소독→드레싱을 3단계로 정리한다. 소독제 성분별 적용 범위와 깊은 상처·이물·지속 출혈 등 진료 신호를 먼저 확인한다.","상처 처치·상비약·소독·복약","김주성·오약·공용","미사용","","후보","검토","기존 raw batch 812의 상세 관측에서 포맷 지문을 추출. 원 콘텐츠는 구급상자 책 직접 소개·확인 CTA로 게이트 미달·유료도달의심 예이므로 각색에서는 판매 CTA를 제거하고 교육 정보와 분리."
"FMT-SKIN-SYMPTOM-CARE-3STEP-001","피부 증상 3종·관리 원칙·진료 신호형","반복되는 피부 증상 세 가지를 나열한 뒤 생활 관리 원칙과 병원 진료가 필요한 신호를 분리해 안내하는 약사 설명 릴스","목록형","피부 증상 3종 제시 0-8초→휴식·자극 회피·염증 관리 원칙 8-30초→진료 신호와 상담 권고 30-47초","45-60초","증상명 3분할·관리 원칙 체크리스트·진료 신호 경고 박스","약사 설명형 릴스","증상명 크게 표시·관리/진료 신호 색상 대비","중","스마트폰·증상 카드·체크리스트 그래픽","https://www.instagram.com/iam_yaksa/reel/DbqGzqCTnPK/","1.7472","1","1","2026-08-06","2026-08-11","무주공산","피부·염증·면역·생활습관","미조사","중","증상 목록→생활 관리→진료 신호의 순서가 피부·알레르기·복약 상담에 이식 가능하지만, 면역 과잉 단정과 자가진단 유도는 제거해야 함","한포진·습진·피부묘기증을 면역 과잉으로 묶지 않는다. ①자극원 회피·보습 ②복용 중 약·영양제 확인 ③수포·진물·통증·확산·반복 등 진료 신호로 나누고, 휴식·염증 관리 표현은 개인차와 근거를 함께 설명한다.","한포진·습진·피부묘기증·피부 자극·진료 신호","김주성·오약·선영·공용","미사용","","후보","검토","기존 raw batch 809의 상세 관측에서 포맷 지문을 추출. 원 콘텐츠는 성과 게이트 미달이며 면역 과잉 단정은 각색에서 제거하고 자가진단 대신 진료 신호를 분리."
"FMT-DIET-HABIT-INGREDIENT-CTA-001","체지방 습관 3개·성분 CTA 초단편형","체지방 관리 습관 세 가지를 6초 자막으로 압축하고 특정 성분·댓글 CTA로 연결하는 판매형 릴스","습관 목록형","지방 저장 스위치 훅 0-1초→공복 카페인·극단적 제한·취침 전 공복 1-4초→포스콜린·댓글 CTA 4-6초","0-15초","6초 자막·번호 일부·성분 강조·댓글 키워드 CTA","화면 자료 중심 릴스","습관명 굵은 자막·성분 하이라이트·댓글 키워드","하","스마트폰·자막 템플릿·성분 카드","https://www.instagram.com/beautiful_yaksa/reel/DbnVmrJTBKc/","28.9565","1","1","2026-08-05","2026-08-11","반복 조짐","다이어트·생활습관·영양제","미조사","중","습관 세 가지를 초단편 자막으로 압축하고 성분 행동으로 연결하는 구조는 강하지만, 지방 저장·코르티솔·인슐린 인과와 성분 효능은 근거·개인차 확인이 필요","지방 저장 스위치와 포스콜린 만능 해법 표현, 구매·댓글 CTA를 제거한다. 공복 카페인·극단적 제한식·취침 전 공복을 근거 수준과 개인차를 붙인 3개 점검표로 바꾸고 복용 중 약·질환·진료 상담 필요성을 고정한다.","체중관리·식습관·카페인·공복·영양제 광고 판별","오약·선영·김주성·공용","미사용","","후보","검토","기존 raw batch 804의 상세 관측에서 포맷 지문을 추출. 7일 공동구매·구매완료 이벤트·카카오 상담·댓글 상품 CTA가 확인된 판매형 콘텐츠이며, 각색에서는 효능 단정과 구매 유도를 제거."
"FMT-CREATINE-DOSE-PRODUCT-CHECK-001","크레아틴 3요소·제품 선택 설명형","크레아틴의 정의와 기대 이점, 운동 조건, 원료·검증·가격 기준을 한 편의 장문 약사 설명 릴스로 정리","오해 해소형","크레아틴 정의 0-15초→운동·근육합성·지구력 이점 15-42초→운동 병행 조건·대상별 주의 42-62초→원료·제3자 검증·가격 선택 62-82초→복용 기준·댓글 질문 82-91초","90-120초","체크표시·문장형 자막·제품명·댓글 질문","약사 설명형 릴스","정의·조건·선택 기준을 문장 단위로 강조","중","스마트폰·제품 패키지·성분 라벨","https://www.instagram.com/yakstory119/reel/Dbz7nz3zS3H/","2.21","1","1","2026-08-10","2026-08-11","반복 조짐","운동·중장년건강·영양제","미조사","중","성분 정의→사용 조건→원료·검증·가격 기준을 순서대로 설명해 선택 부담을 줄이는 구조는 영양제·약국 제품에 이식 가능하지만 효능·용량·대상 표현의 근거 확인이 필수","크레아틴의 근감소 예방·지구력 증가와 3~5g을 일반화하지 않는다. 운동 목적·복용 중 약·질환·제품 표시·제3자 검증을 분리해 확인하고, 개인별 복용량은 약사·의료진 상담으로 연결한다.","크레아틴·운동영양·근육·중장년건강·제품 선택","김주성·오약·선영·공용","미사용","","후보","검토","기존 raw batch 798의 직접 reel DOM 상세에서 포맷 지문을 추출. 크레아틴 효능·중장년 근감소 예방·3~5g 표현은 근거와 대상별 주의 확인 전 그대로 이식하지 않음."
"FMT-CHILD-SUNSCREEN-CHECKLIST-001","아이 선크림 4개 기준·사용법 체크리스트형","아이 선크림 선택 기준 네 가지를 짧은 체크리스트로 정리하고 도포 시점·재도포·부위까지 연결하는 약사 설명 릴스","체크리스트형","아이 선크림 총정리 훅 0-2초→성분·인증·저자극·워터프루프 기준 2-6초→도포 시점·재도포·부위 6-9초→연령·성분 확인과 댓글 CTA 9-11초","0-15초","체크표시·OK/NO·번호 목록·댓글 유도","약사 설명형 릴스","기준별 한 줄 자막·OK/주의 대비","하","스마트폰·제품 라벨·체크리스트 템플릿","https://www.instagram.com/yaksa__bubu/reel/Db1y3Z8vTha/;https://www.instagram.com/yaksa__bubu/reel/Db5HN02PMF-/","6.01","1","2","2026-08-10","2026-08-12","반복 조짐","육아·피부·생활안전","미조사","상","선택 기준을 네 항목으로 압축하고 사용 시점·재도포·부위를 바로 연결해 저장 가능한 체크리스트를 만드는 구조는 약국 제품·외용제·생활안전 안내로 이식 가능","아이 선크림의 성분 금지 목록을 그대로 일반화하지 않고 제품 표시·연령·SPF/PA·사용 부위·재도포 기준을 공식 자료와 함께 안내한다. 의약품·의료기기는 허가·사용기한·보관·사용법을 별도 고정하고 댓글 추천제품 CTA는 제거한다.","아이 피부·자외선·외용제·육아 생활안전","김주성·오약·선영·공용","yaksa__bubu/Db5HN02PMF-","","후보","검토","기존 raw batch 800의 직접 reel DOM 상세에서 포맷 지문을 추출. 계정 bio·인접 공구 맥락은 있으나 대상 릴스의 광고·협찬·판매 연결은 확인되지 않아 유료도달의심 불명을 유지. 성분 회피·6개월 기준은 공식 근거 확인 필요. | 2026-08-12 yaksa__bubu/Db5HN02PMF- 연결: 아이 선크림 6개 기준·제품 링크 DM CTA가 있는 4597조회 릴스. 기존 체크리스트 구조와 직접 DOM·캡션 근거가 일치하나 판매형 CTA·광고 표기 부재를 별도 기록. 국내 약사 사용 1계정·2영상, 대표배수 중앙값 6.01."
"FMT-BODY-FAT-EDEMA-TYPE-001","체형 6유형·지방과 부종 구분형","복부·하체·상체 등 체형 유형을 짧게 분류한 뒤 생활습관 점검과 지방·부종 구분으로 연결하는 초단편 릴스","분류형","특정 부위 체중 질문 0-1초→체형 6유형 빠른 분류 1-4초→지방·부종 구분과 생활습관 한마디 4-5초","0-15초","체크표시·유형별 자막·저장 CTA","텍스트·자료 중심 릴스","유형명 한 줄 자막·지방/부종 구분 강조","하","스마트폰·유형 카드·자막 템플릿","https://www.instagram.com/little_yaksa/reel/Dbz87QWSDU7/","8.5","1","1","2026-08-10","2026-08-11","반복 조짐","다이어트·피부·생활습관","미조사","중","독자가 자신의 상황을 유형에 대입하게 하고 생활습관·주의 신호로 마무리하는 분류 구조는 체중·피부·약물안전 상담에 이식 가능하지만 원인 단정은 피해야 함","특정 부위 지방의 원인을 단정하지 않고 수면·음주·식사·활동을 점검표로 제시한다. 한쪽 다리 부종·통증·호흡곤란·갑작스러운 변화는 지방으로 분류하지 말고 진료 신호로 분리한다.","체중관리·복부지방·부종·생활습관·진료 신호","김주성·오약·선영·공용","미사용","","후보","검토","기존 raw batch 799의 직접 reel DOM 상세에서 포맷 지문을 추출. 체형별 지방 분포·정맥/림프 가능성은 근거와 진료 연결을 확인한 뒤 각색. 원본 프레임·썸네일 미저장."
"FMT-HOSPITAL-PHARMACIST-PRACTICE-TIP-001","병원 근무 약사 실무 팁 도입형","병원 근무 약사에게 필요한 실무 팁을 짧은 도입·핵심 자막·저장 행동으로 압축","정보형 도입","관심 환기→실무 팁→저장 유도(세부 시간 미확인)","20-30초","핵심 자막·정보 카드","세부 촬영 방식 미확인","핵심 정보 자막","중","미확인","https://www.instagram.com/modu_pharm/reel/C_uC-rJhpNI/","","1","1","2024-09-09","2024-09-09","무주공산","약국·의료현장·직무정보","미조사","상","직무 대상이 분명한 정보형 도입과 짧은 실무 팁·저장 유도 조합이 콘텐츠 원장에 확인됨","약국·병원에서 자주 묻는 질문을 한 문장 사례로 열고 행동 기준 2~3개를 자막으로 정리한 뒤 저장 CTA로 마무리; 환자 식별정보와 개별 처방 판단은 제외","병원 약사·약국 실무·직무 차이","김주성·오약·선영","미사용","","후보","","2026-08-11T21:58:21.332+09:00 신규 포맷. 기존 contents.csv의 정보형 도입·관심 환기→실무 팁→저장 유도·핵심 자막·정보 카드 기록과 raw direct-detail의 25초 확인을 근거로 등록했다. 세부 촬영·시각 편집·계정 중앙조회수·대표배수는 미확인 또는 공란 유지."
"FMT-DISEASE-DIFFERENTIAL-1MIN-001","1분 질환 구분·교수 설명형","혼동하기 쉬운 질환을 질환명 제시·교수 설명·핵심 자막으로 구분하는 1분 건강정보 릴스","정보형 도입","질환명 제시→교수 설명→건강 정보(세부 시간 미확인)","60-90초","핵심 자막·정보 카드","교수 설명형 릴스; 세부 촬영 방식 미확인","핵심 정보 자막","중","미확인","https://www.instagram.com/wkuh_org/reel/DbVH9qPTGG7/","","1","1","2026-07-28","2026-07-28","무주공산","병원 건강정보·질환 교육","미조사","상","질환명을 먼저 제시하고 전문가 설명과 건강 정보를 짧게 연결하는 흐름이 원장에 확인됨","약국·병원에서 자주 묻는 두 질환·증상을 혼동 포인트부터 비교하고 진료 기준을 제시; 진단 단정과 개인 처방 지시는 제외","질환 구분·복약·진료 신호","선영·공용","prhanyang/DcNzqsXDiuS;prhanyang/DcLO3V6FMFA","","후보","","2026-08-11T22:10:23.312+09:00 신규 포맷. 기존 contents.csv의 정보형 도입·질환명 제시→교수 설명→건강 정보·핵심 자막·정보 카드와 raw direct-detail의 73초 확인을 근거로 등록했다. 세부 촬영·화면 구성·계정 중앙조회수·배수는 미확인 또는 공란 유지. | 2026-08-20 prhanyang 신규 전립선암 릴스 2건 추가: PSA·MRI·조직검사와 Gleason Score·고등급 전립선암 설명, 좋아요 2·좋아요 미노출·댓글 0; 원본 이미지·조회수·영상 길이 미확인."
"FMT-FATIGUE-EMPATHY-PRODUCT-INTRO-001","직장인 피로 공감·제품 소개 전환형","직장인 피로 공감으로 시작해 종합비타민 제품 소개로 전환하는 짧은 브랜드 정보 릴스","정보형 도입","피로 공감→제품 제안→브랜드 소개(세부 시간 미확인)","20-30초","핵심 자막·정보 카드","세부 촬영 방식 미확인","피로 공감·제품 정보 대비 자막","중","미확인","https://www.instagram.com/jwtalk_official/reel/DPBW1DpiWL9/","","1","1","2025-09-25","2025-09-25","무주공산","브랜드 건강정보·직장인 건강","미조사","중","일상 피로 공감에서 제품 설명으로 넘어가는 전환 구조는 재현 가능하지만 제품 판매로 오인되지 않도록 근거·광고 표기가 필요함","피로 공감 뒤 제품을 바로 권하지 않고 수면·식사·복용약·진료 신호를 먼저 점검; 협찬·광고는 명확히 표기하고 영양제 필요성과 상호작용을 안내","직장인 피로·종합비타민·복약상담","김주성·오약·선영","미사용","","후보","","2026-08-11T22:13:33.172+09:00 신규 포맷. 기존 contents.csv의 피로 공감→제품 제안→브랜드 소개와 raw direct-detail의 29초 확인을 근거로 등록했다. 세부 촬영·제품 노출·계정 중앙조회수·배수는 미확인 또는 공란 유지."
"FMT-EMERGENCY-PORTAL-SEARCH-001","응급실 방문 전 공식 포털 검색 안내형","응급실 방문 전 불안을 공식 응급의료정보 포털 검색 단계로 바꾸는 실용 안내 포맷","불편 상황형","불편 상황 0-3초→E-Gen 소개 3-12초→지역·진료과·운영정보 검색 12-32초→출발 전 재확인 CTA 32-45초","30-45초","검색 단계 번호·공식 포털명·화면 안내","토킹헤드·공식 포털 화면 안내","번호 자막·검색어 강조","중","스마트폰·공식 포털 화면","https://www.instagram.com/doctor_hwany/reel/DbArP4UvgFU/","","0","0","","","무주공산","기관·공공의료","미조사","상","약국·병원 이용 전 공식 검색·운영정보 확인으로 확장 가능","공용: 심야 약국·응급실·야간진료 운영 여부를 공식 채널에서 확인하는 방법","응급실·공식 포털·의료기관 검색·야간진료","선영·공용","미사용","","후보","검토","2026-08-11 기존 raw detail 기반 등록. 응급실 방문 전 공식 응급의료정보 포털 E-Gen 검색 단계 안내형이며 약사 사용 수는 0으로 유지."
"FMT-PHARMACY-PRODUCT-EVENT-CTA-001","약국 제품 화제·댓글 이벤트 전환형","판매량·제품 화제로 신뢰를 만든 뒤 댓글 참여 이벤트로 전환하는 약국 릴스","정보형 도입","판매량 화제 0-3초→약국 제품 소개 3-10초→캡처 챌린지·댓글 이벤트 10-20초","10-20초","핵심 자막·제품 정보 카드·참여 조건 카드","약국 제품 소개형 릴스","숫자·제품명 강조 자막·참여 조건 고정","하","스마트폰·제품 카드·댓글 이벤트 안내","https://www.instagram.com/onnuripharmacy/reel/DVaf-76DM9p/;https://www.instagram.com/yeogi_yaksa/reel/Dbur9xBxG47/","6.02","1","1","2026-08-06","2026-08-06","여유 있음","약국·건강제품 공식 계정","미조사","중","제품을 먼저 노출하기보다 사용 기준과 이벤트 조건을 분리하면 약국·건강 소비자 교육에 적용 가능","공용: 일반약·건강제품 사용 기준을 먼저 제시하고 이벤트·경품·참여 조건은 광고·협찬 여부와 함께 별도 표기; 임산부 체중관리·영양제 이벤트는 제품 효능보다 임신 주수별 안전성·식이·진료 기준을 먼저 제시하고 광고·경품 조건을 분리 표기.","약국 제품·일반약·이벤트·댓글 참여·여성건강·임신·체중관리","김주성·오약·선영","미사용","","후보","검토","2026-08-11 기존 raw detail 기반 등록. 제품 소개와 캡처 챌린지·댓글 이벤트 전환 구조이며 국내 약사 사용 수는 0으로 유지.; 2026-08-13T14:23:50.066+09:00 yeogi_yaksa Dbur9xBxG47 연결. 조회수 400000·계정 중앙값 66500·배수 6.02, #광고·댓글 이벤트 확인; 국내 약사 1계정·1영상으로 갱신."
"FMT-MEDICAL-POLICY-DEBATE-EXPLAINER-001","시사 질문·현장 발언·정책 맥락 해설형","시사 질문으로 의료 현장 발언을 열고 정책 맥락으로 정리하는 장문 뉴스형 릴스","정보형 도입","논쟁 질문 0-5초→현장 발언 5-35초→필수의료 사법리스크 맥락 35-70초→정책 쟁점 정리 70-90초","60-90초","핵심 자막·인용 발언·정책 맥락 정보 카드","뉴스형 토킹헤드·발언 인용 릴스","질문·인용문·정책 키워드 강조","중","스마트폰·인용문 카드·출처 표기","https://www.instagram.com/doctorsnews2024/reel/DbK1dx_OsdZ/","","0","0","","","무주공산","의료뉴스·공공의료","미조사","중","약사 직무·지역약국·필수의료 이슈를 현장 발언과 제도 맥락으로 설명할 수 있음","약국·병원 현장의 법·제도 질문을 먼저 제시하고 확인 가능한 발언과 공공 자료를 분리해 설명한다.","필수의료·의료정책·사법리스크·공공의료","선영·공용","미사용","","후보","검토","2026-08-11 기존 raw detail 기반 등록. 시사 질문·현장 발언·정책 맥락을 연결하는 80초 뉴스형이며 국내 약사 사용 수는 0으로 유지."
"FMT-MEDICATION-ALCOHOL-WARNING-001","복약 후 음주 질문·약물군 경고형","복약 후 음주 가능 여부 질문을 위험 약물군과 확인 행동으로 바꾸는 약사 설명 포맷","질문형","음주 가능 시점 질문 0-5초→위험 약물군 3개 5-45초→약물·음주 상호작용 주의 45-70초→여행 전 약 봉투 확인·상담 CTA 70-90초","60-90초","약물군 체크리스트·경고 이모지·여행 전 확인 카드","약사 설명형 릴스","질문형 훅·약물군별 경고 자막","중","스마트폰·약물군 카드·주의 문구","https://www.instagram.com/pharmacist_bin/reel/DbFAHXjJ8Kd/","","1","1","2026-07-21","2026-07-21","무주공산","약국·복약지도","미조사","상","여행·회식·복약 상황에서 약물군별 상호작용과 약사 상담 행동으로 확장 가능","복약 후 음주 질문을 약물군별 위험과 약 봉투 확인 행동으로 나누고, 개인별 대기 시간은 약사·의료진 상담 대상으로 남긴다.","약물·음주·복약안전·여행 전 확인","김주성·오약·선영","미사용","","후보","검토","2026-08-11 기존 raw detail 기반 등록. 약물군 3개 경고형이며 개인별 음주 대기 시간은 추정하지 않는다."
"FMT-PHARMACY-CAREER-COUNTRY-COMPARE-001","약국 개업 제도 국가 비교형","약사 직업 질문을 한국·해외 약국 개업 제도 비교로 풀어내는 정보형 릴스","정보형 도입","약사 직업 질문 0-4초→한국 개업 제도 4-16초→대만 사례 비교 16-30초→국가별 공식 기준 확인 CTA 30-45초","30-45초","국가별 비교 자막·제도 정보 카드","약사 설명형 릴스","국가명·조건 대비 자막","중","스마트폰·국가 비교 카드·출처 표기","https://www.instagram.com/korea_pharmacy/reel/DbfrII4x3j0/","","0","0","","","무주공산","약사 직업·해외 약국 제도","미조사","중","국내 약사 업무·약국 개설 조건·해외 보건의료 직업 제도 비교로 확장 가능","국내 약국 개업·운영 조건을 먼저 제시하고 해외 사례는 국가별 공식 규정과 확인 날짜를 함께 표기한다.","약사 직업·약국 개업·해외 제도·국가 비교","선영·공용","미사용","","후보","검토","2026-08-11 기존 raw detail 기반 등록. 한국·대만 약국 개업 제도 비교 구조이며 국내 약사 사용 수는 0으로 유지."
"FMT-FEMALE-REPRODUCTIVE-AGING-NUTRIENT-001","여성 생식노화 오해·영양소 적용형","난소·자궁·난자 노화 오해를 영양소 설명과 생활 적용으로 연결하는 여성건강 릴스","상황 질문형","노화 오해 정리 0-5초→난소·자궁·난자 설명 5-25초→영양소 설명 25-36초→생활 적용·상담 CTA 36-45초","30-45초","핵심 자막·선택 기준 카드","약사 설명형 릴스","부위명·영양소·생활 기준 강조","중","스마트폰·여성건강 정보 카드·출처 표기","https://www.instagram.com/ssok_yaksa/reel/DZUy1KeJXaC/","","2","2","2026-06-08","2026-06-08","무주공산","여성건강·영양제","미조사","상","여성건강 상담에서 생식기관 설명·영양소 근거·생활 관리로 나눠 확장 가능","여성건강 영양소의 역할과 한계를 설명하고 연령·임신·질환·복용약에 따른 상담 필요성을 별도로 안내한다.","난소노화·여성건강·영양소·생활관리","오약·선영·공용","미사용","","후보","검토","2026-08-11 기존 raw detail 기반 등록. 여성 생식노화와 영양소 설명형이며 영양소의 치료 효과는 추정하지 않는다. | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 1계정·1영상에서 2계정·2영상으로 보정; 소진도는 기존 값 유지."
"FMT-MISSED-DOSE-4DAY-DECISION-001","놓친 투여일·재투여 기준 분기형","주사 투여일을 놓친 상황에서 시간 기준과 다음 투여 원칙을 분기해 안내하는 약사 정보 포맷","상황 질문형","놓친 투여 상황 0-4초→4일 기준 4-20초→재투여 원칙 20-36초→제품별 설명서·의료진 확인 CTA 36-45초","30-45초","기준 숫자·분기 화살표·주의 카드","약사 설명형 릴스","상황 질문·기준 숫자·주의 자막","중","스마트폰·분기 카드·공식 설명서 출처 표기","https://www.instagram.com/kpanet_official/reel/DbRtD9ON5Ra/","","0","0","","","무주공산","복약안전·당뇨·비만치료제","미조사","상","복약·투여일 누락을 제품별 공식 기준과 상담 행동으로 분기해 설명할 수 있음","공용: 복약·투여일 누락은 제품별 공식 설명서와 의료진 확인을 전제로 시간 기준·다음 행동을 분리 안내","마운자로 투여일을 놓쳤을 때","김주성·오약·선영","미사용","","후보","검토","2026-08-11 기존 canonical detail 기반 등록. 공식 안내의 4일 기준과 재투여 원칙을 보존했으며, 제품별 공식 설명서·의료진 확인을 전제로 일반화하지 않는다."
"FMT-HEALTHCHECK-ADDITIONAL-TEST-001","국가검진 빈틈·추가 검사 안내형","기본 건강검진의 한계를 제시하고 대상별 추가 검사 확인으로 연결하는 의료정보 포맷","추가 검사 질문형","국가검진 질문 0-3초→기본 검진의 한계 3-9초→추가 검사 항목 9-18초→대상별 의료진 확인 CTA 18-25초","20-30초","검사명 강조·의사 말풍선·체크리스트 자막","의사 설명형 릴스","검진명·추가 검사·대상자 기준 강조","하","스마트폰·검사 체크리스트·출처 표기","https://www.instagram.com/yongsanint/reel/DF_oD7SSDcK/","216.18","0","0","","","무주공산","건강검진·내과·약국 상담","미조사","상","기본 검사와 추가 검사 조건을 분리해 설명할 수 있음","공용: 약국 상담에서 놓치기 쉬운 검진·진료 신호를 기본 안내와 추가 확인 항목으로 나누되, 검사 필요성은 연령·증상·병력에 따라 의료진 상담으로 연결","국가검진 추가 검사","김주성·오약·선영","미사용","","후보","검토","2026-08-11 기존 canonical detail 기반 등록. 기본 건강검진의 한계와 추가 검사 확인을 분리하는 22초 의료정보형이며 검사 필요성은 대상별 의료진 상담으로 연결한다. | 2026-08-16T02:27:09.895+09:00 E0 exact format aggregate backfill 0730: 모든 exact 포맷 참조 콘텐츠의 숫자 배수로 중앙값을 계산함."
"FMT-BEAUTY-BUY-WARNING-001","다이소 뷰티템 구매 경고 목록형","저가 뷰티 제품 구매를 경고 목록과 확인 기준으로 나누는 피부·뷰티 정보 포맷","구매 경고형","구매 전 경고 0-3초→비추천 제품 3-35초→제품별 이유 35-48초→다음 확인·피부 상담 CTA 48-55초","45-60초","제품 목록·비추천 표시·짧은 사용 판단 자막","제품 화면 중심 릴스","제품명·비추천 이유·주의 문구 강조","하","스마트폰·제품 패키지·판단 기준 카드","https://www.instagram.com/dr_park_skin/reel/DaaFl_UuE4R/","12.2","0","0","","","무주공산","피부·뷰티·약국 제품","미조사","상","구매 전 경고 목록과 제품별 확인 기준을 분리해 피부·약국 제품 상담으로 확장할 수 있음","오약·선영: 저가 뷰티·약국 제품을 비추천 이유와 확인 기준으로 나누고 성분·피부 타입·허가 범위를 확인한다. 제품 효과와 구매처 단정은 제거한다.","다이소 뷰티템 비추천 리뷰","오약·선영","미사용","","후보","검토","2026-08-11 기존 canonical detail 기반 등록. 다이소 뷰티템 비추천 목록과 제품별 짧은 판단을 분리한 51초 구매 경고형이며 협찬 여부는 불명으로 보존. | 2026-08-16T02:27:09.895+09:00 E0 exact format aggregate backfill 0730: 모든 exact 포맷 참조 콘텐츠의 숫자 배수로 중앙값을 계산함."
"FMT-SKIN-INFLAMMATION-SUPPLEMENT-CHECK-001","피부 증상→염증·영양제·생활습관 점검형","손의 가려운 물집처럼 눈에 보이는 피부 증상에서 출발해 염증 설명, 영양제·생활습관 점검, 진료 권고까지 연결","증상 원인 설명형","증상 제시 0-3초→염증 원리 설명 3-12초→영양제 4개 12-25초→수면·식습관 3개 25-33초→진료 권고 33-37초","30-45초","성분별 번호 자막·생활습관 체크·마지막 진료 권고","약사 얼굴 설명 중심 릴스","증상명·성분명·생활습관을 순서대로 크게 표시","중","스마트폰·조명·성분 카드","https://www.instagram.com/hayu_pharmacist/reel/DavANmXtbOF/","","2","2","2026-07-13","2026-07-13","무주공산","피부·뷰티·건강 루틴","미조사","상","증상 질문과 체크리스트를 결합해 약국·피부·생활습관 주제로 옮길 수 있으며, 특정 성분 단정은 근거 수준과 진료 기준을 함께 표시해야 함","증상 사진·상황 질문→생활 속 염증 신호→영양제보다 먼저 바꿀 습관→약국 상담·진료 기준","손·피부 증상, 반복 염증 신호, 수면·식습관 점검","김주성·오약·선영","hayu_pharmacist/DavANmXtbOF","","후보","선영","기존 raw direct detail을 재사용해 포맷만 등록했다. 원장 조회수는 빈칸이고 개별 상세 페이지 view_count=null이므로 배수·등급·유료도달 의심은 추정하지 않는다. | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 1계정·1영상에서 2계정·2영상으로 보정; 소진도는 기존 값 유지."
"FMT-BEAUTY-SHARED-SITUATION-COMEDY-001","낯선 장소·친구 제품 공유 상황극형","비행기처럼 낯선 장소에서 제품 사용으로 시선을 끈 뒤 친구들이 합류하며 공유와 반전으로 확장하는 피부·뷰티 상황극","상황극·반전","낯선 장소의 시선 끄는 행동 0-3초→주변 반응 3-8초→친구 참여 8-13초→공유 반전·마무리 13-15초","0-15초","표정 리액션·상황 자막·제품 사용 장면 반복","실제 장소에서 출연자 2명 이상 연기","대사형 짧은 자막·반응 강조·반전 문구","중","스마트폰·제품·휴대용 조명","https://www.instagram.com/sani_and_haeng/reel/DQln2-mkh0P/","","0","0","","","무주공산","뷰티·라이프스타일·코미디","미조사","상","제품 설명을 앞세우지 않고 장소의 어색함과 동료 반응으로 시청을 열어 약국·상담실·대기실의 공감 장면에 이식 가능","약국에서 혼자 하는 피부관리 행동→동료가 따라 함→고객·약사가 함께 참여→제품 정보와 사용 주의는 마지막 카드로 분리","피부관리·뷰티 제품·친구 반응·약국 일상","오약·선영","sani_and_haeng/DQln2-mkh0P","","후보","선영","기존 raw direct detail을 재사용했다. 원장 조회수는 빈칸이며 좋아요·댓글과 페이지 표면 차이를 그대로 두고, 약사 사용 계정 수는 0으로 기록했다."
