ID,발견일시,발견엔진,계정핸들,계정명,팔로워,계정유형,국가,게시일,경과일,영상URL,shortcode,형식(릴스·캐러셀),길이초,조회수,좋아요,댓글,계정중앙조회수,배수,좋아요율,계정평소좋아요율,참여율비,댓글좋아요비,광고점수,광고판정,광고근거,카테고리,소주제,진입각도,증상·성분키워드,포맷ID,훅유형,훅문구(첫3초 자막 원문),구조,편집장치,촬영,길이대,음원명,포맷소진도,국내약사사용계정수,이식후보여부,용도(내용·형식·둘다),배정가능(김주성·오약·선영·공용·불가),등급,제외사유,한줄요약,왜터졌나(가설),우리버전제안(훅 문구 3개),캡처파일,이식심사점수,사람검토,사람메모,지표수집일시,썸네일파일,게이트판정,게이트근거,등급근거,유료도달의심,유료도달근거
SALT-DZXexJGSvti,2026-08-11T19:27:34.9549058+09:00,E1,salt.yaksa,소금약사 | 정소민,3.5만,국내 약사 인플루언서,국내,2026-06-10,62,https://www.instagram.com/salt.yaksa/reel/DZXexJGSvti/,DZXexJGSvti,릴스,39,1716000,6.1천,439,111000,15.46,,0.042453,,,1,불명,게시물에 광고·협찬 표기와 직접 판매 CTA는 확인하지 못함. 프로필 판매 링크·공구 운영은 있으나 표시 좋아요·댓글·추가 지표만 확인되어 정확한 참여율과 유료도달은 산출하지 않음,피부·뷰티,피부에 부담을 주는 음식 5가지,뭐 먹고 사냐는 말 금지→피부 부담 음식 5개,피부·음식·식습관,FMT-SKIN-WORST-RANKING-001,금지형,뭐 먹고 사냐는 말 금지🩵,5개 음식·식습관 제시→피부 관련 이유 설명→댓글 참여,상세 화면 구성 미확인; 댓글에서 5개 항목 목록 언급 확인,릴스 화면 구성 미확인,30-45초,Lim Mi Hyun • 일하자 세포들아,여유 있음,1,후보,내용·형식,김주성·오약·선영·공용,S,,피부에 부담을 준다고 제시한 음식·식습관 5개를 39초 릴스로 제시,조회수 171.6만과 제로콜라·술·야식 등 댓글 논쟁이 저장·공유와 반응을 유도했을 가능성(가설),피부 때문에 줄여야 할 음식 5가지?;피부 트러블이 반복될 때 식습관 먼저 점검할 3가지;저녁 메뉴에서 피부 부담 줄이는 기준 3개,,,검토,상세 DOM에서 39초·6.1천·댓글439·추가 지표421·게시일2026-06-10·오디오를 확인함. 캡션과 댓글은 5개 음식·식습관 논쟁을 보여주지만 첫 3초 자막과 정확한 음식 목록은 화면 캡처 없이 확정하지 않음. 원본 프레임·썸네일은 저장하지 않음. 원문의 음식-피부 인과 단정은 근거 출처·개인차·섭취량을 보강하고 피부 증상 지속 시 진료 안내를 넣어 각색,2026-08-11T19:27:34.9549058+09:00,,통과,"게시 62일로 최근 90일 범위. 프로필 조회수 1716000·최근12 중앙값111000·배수15.46, 상세 DOM에서 39초·좋아요 표시6.1천·댓글439·추가 지표421을 확인함",S: 조회수 1716000 및 최근12 중앙값 대비 15.46배. 5개 음식·식습관을 둘러싼 댓글 반응이 강점이나 원문의 음식-피부 인과 단정은 교정 필요,불명,게시물 광고·협찬 표기와 직접 판매 CTA는 확인하지 못함. 프로필 판매 링크·공구 운영은 있으나 표시 지표만으로 정확한 참여율과 유료도달은 판단하지 않음
SALT-DOpYthfk4Dz,2026-08-11T19:39:13.5964883+09:00,E1,salt.yaksa,소금약사 | 정소민,3.5만,국내 약사 인플루언서,국내,2025-09-16,329,https://www.instagram.com/salt.yaksa/reel/DOpYthfk4Dz/,DOpYthfk4Dz,릴스,48,1327000,1.2만,305,111000,11.95,,0.042453,,,1,불명,게시물에 광고·협찬 표기와 직접 판매 CTA는 확인하지 못함. 프로필 판매 링크·공구 운영은 있으나 표시 좋아요·댓글·추가 지표만 확인되어 정확한 참여율과 유료도달은 산출하지 않음,생활습관,1시간 연속 걷기 건강 효과,1시간 연속 걷기가 주는 건강 변화,걷기·운동·유산소·건강효과,FMT-WALK-HEALTH-EFFECT-001,정보형 도입,1시간 연속 걸을 때 건강 효과,1시간 걷기 주제 제시→건강 효과 설명→걷기 실천 메시지,상세 화면 구성 미확인,릴스 화면 구성 미확인,45-60초,오리지널 오디오,무주공산,1,후보,내용·형식,김주성·오약·선영·공용,S,,1시간 연속 걷기의 건강 효과를 48초 릴스로 설명,1시간이라는 구체적 시간과 즉시 실행 가능한 걷기 주제가 높은 조회수와 저장·댓글 반응을 이끌었을 가능성(가설),"한 번에 1시간 걸어도 될까요? 걷기 강도·시간 3체크;식후 걷기, 속도보다 먼저 보는 신호;걷기 중 숨이 차면 멈춰야 할 기준",,,검토,상세 DOM에서 48초·1.2만·댓글305·추가 지표521·게시일2025-09-16·오리지널 오디오를 확인함. 댓글에는 1시간 걷기 실천 의향과 속도·개인차 반응이 함께 보임. 첫 3초 화면 자막과 세부 건강효과 문구는 캡처 없이 확정하지 않음. 원본 프레임·썸네일은 저장하지 않음. 각색은 운동 강도·개인차·기저질환·통증과 중단 신호를 보강,2026-08-11T19:39:13.5964883+09:00,,통과,"게시 329일로 최근 90일 범위 밖이나, 3년 이내 형식 레퍼런스 예외를 적용함. 조회수1327000·최근12 중앙값111000·배수11.95, 상세 DOM에서 48초·좋아요 표시1.2만·댓글305·추가 지표521을 확인함",S: 조회수1327000 및 최근12 중앙값 대비 11.95배. 1시간 걷기라는 구체적 행동 주제와 댓글 반응이 강점이나 건강효과 표현은 대상 조건과 근거를 보강해야 함,불명,게시물 광고·협찬 표기와 직접 판매 CTA는 확인하지 못함. 프로필 판매 링크·공구 운영은 있으나 표시 지표만으로 정확한 참여율과 유료도달은 판단하지 않음
SALT-DbApvf9T9WW,2026-08-11T19:52:04.4525752+09:00,E1,salt.yaksa,소금약사 · 정소민,3.5만,국내 약사 인플루언서,,2026-07-22,20,https://www.instagram.com/salt.yaksa/reel/DbApvf9T9WW/,DbApvf9T9WW,릴스,27,668000,1.5천,1.4천,111000,6.02,,0.042453,,,2,불명,캡션에 댓글 “체질” 키워드로 자가진단표·정보 제공 유도와 프로필 영양제 링크 안내가 있으나 게시물 광고·협찬 표기와 paid partnership label은 확인하지 못함,증상·영양제·성분,남성호르몬 과다 자가점검·체질 댓글 CTA,3개 이상 증상 기준으로 남성호르몬 과다를 자가점검하게 하는 댓글 전환형 체크리스트,남성호르몬 과다·자가점검·체질·여성건강,FMT-SYMPTOM-SELF-CHECK-001,자가진단형,이 중 3개 이상 해당한다면 남성호르몬과다 상태일 수 있습니다!,남성호르몬 과다 가능성 제시→자가 체크리스트와 3개 이상 기준→댓글 “체질” 키워드 CTA→프로필 영양제 링크,체크리스트·댓글 키워드·프로필 링크 CTA; 세부 화면 배치는 미확인,릴스 화면 구성 미확인,20-30초,Giulio Cercato • Delicious,무주공산,1,후보,내용·형식,선영·공용,S,,남성호르몬 과다 가능성을 3개 이상 기준의 자가체크와 댓글 키워드·프로필 영양제 링크로 연결,민감한 호르몬 고민을 체크리스트로 단순화하고 댓글 키워드로 추가 정보를 받게 한 참여 장치가 조회수668000과 반응을 이끌었을 가능성(가설),"남성호르몬 과다, 체크리스트보다 먼저 볼 것;호르몬 변화가 의심될 때 약국에서 묻는 3가지;댓글 자가진단 대신 진료로 확인할 신호",,,검토,"상세 DOM에서 27초·좋아요 표시1.5천·댓글1.4천·추가 지표94·화면 게시일2026-07-22·오디오 Giulio Cercato • Delicious 확인. OG meta description은 July 20, 2026 및 1,494 likes·1,363 comments로 보여 날짜·수치 차이를 보존하고 canonical 게시일은 visible UI, 좋아요·댓글은 표시값으로 기록. 댓글에 “체질” 키워드와 영양제 링크 문의가 확인됨. 원본 프레임·썸네일 미저장. 원문의 남성호르몬 과다 자가진단과 영양제 CTA는 그대로 복사하지 않고 개인차·복용 중 약·임신 가능성·진료 기준을 붙여 각색; 체크리스트 전체 항목은 화면 캡처 없이 확정하지 않음.",2026-08-11T19:52:04.4525752+09:00,,통과,"게시 20일로 최근 90일 범위이며 프로필 조회수668000·최근12 중앙값111000·배수6.02, 상세 DOM에서 27초·좋아요 표시1.5천·댓글1.4천·추가 지표94를 확인함.",S: 조회수668000 및 salt.yaksa 최근12 중앙값111000 대비 6.02배. 체크리스트·댓글 키워드 전환 구조가 강점이나 자가진단·영양제 CTA는 안전성 각색 필요.,예,댓글 “체질” 키워드→자가진단표·정보 제공→프로필 영양제 링크의 상업 전환 구조와 프로필 판매 링크를 확인함. 광고·협찬 표기와 paid partnership label은 확인하지 못해 유료 집행 확정이 아닌 의심으로 기록.
SALT-DYXO7kCTDM4,2026-08-11T20:06:29.6869568+09:00,E1,salt.yaksa,소금약사 · 정소민,3.5만,국내 약사 인플루언서,,2026-05-17,86,https://www.instagram.com/salt.yaksa/reel/DYXO7kCTDM4/,DYXO7kCTDM4,릴스,9,428000,1.6천,30,111000,3.86,,0.042453,,,1,불명,게시물 광고·협찬 표기와 paid partnership label·직접 구매 CTA는 확인하지 못함. 캡션은 뷰티팁 프로필 태그로 끝남.,피부·뷰티,빈도별 피부·두피 관리 항목,매일·주 1회·월 1회로 피부·두피 관리 빈도를 구분하는 체크리스트,피부관리·두피관리·모발·미녹시딜·비오틴·아쿠아필·마이크로니들,FMT-BEAUTY-FREQUENCY-ROUTINE-001,루틴형,Everyday: / Once a week: / Once a month:,Everyday·Once a week·Once a month 빈도 라벨 제시→피부 관리 항목 카드 전환→두피·모발 항목 카드 전환→@salt.yaksa 뷰티팁 CTA,빈도 라벨·제품/시술 이미지·짧은 교차 전환,화자 중심+제품·관리 항목 오버레이,0-10초,Mimi Chill Music • A Good Day Humming,무주공산,1,후보,내용·형식,선영·오약·공용,A,,피부·두피 관리 항목을 Everyday·Once a week·Once a month로 나눠 9초 안에 보여주는 빈도표 릴스,"관리 항목을 빈도별로 짧게 나눠 시청자가 자기 루틴에 바로 대입할 수 있고, 제품 질문 댓글이 선택·저장 행동을 만들었을 가능성(가설)","매일·주 1회·월 1회, 피부·두피 관리를 나누는 기준;미녹시딜·비오틴을 루틴표에 넣기 전 확인할 것;아쿠아필·마이크로니들, 집에서 따라 하면 안 되는 이유",,,검토,"상세 DOM에서 9초·좋아요 표시1.6천·댓글30·리포스트280·오디오 Mimi Chill Music • A Good Day Humming·화면 게시일 2026-05-17 확인. OG meta는 2026-05-15·좋아요1,585·댓글30으로 날짜·좋아요 표시 차이가 있어 canonical 게시일은 화면 UI, 좋아요·댓글은 표시값으로 기록. 화면은 Everyday·Once a week·Once a month 라벨 아래 피부 프레임(클렌징젤·수분크림·보습크림으로 보이는 항목, 피지 클리너·클레이 마스크, 마이크로니들·아쿠아필)과 두피·모발 프레임(헤어 오일·미녹시딜·비오틴, 단백질 트리트먼트·베개커버 교체 등)을 짧게 전환. 마지막 두피 항목의 세부 표기와 월간 두피 항목은 확정하지 않음. 댓글에는 아이크림·비오틴·미녹시딜·레티날·아쿠아필 질문이 확인됨. 원본 프레임·썸네일 미저장. 각색은 미녹시딜 허가·금기·상담, 시술 의료기관 상담·부작용 신호를 고정하고 효능 보장·자가 시술을 제거.",2026-08-11T20:06:29.6869568+09:00,,통과,"게시 86일로 최근 90일 범위이며 프로필 조회수428000·최근12 중앙값111000·배수3.86, 상세 DOM에서 9초·좋아요 표시1.6천·댓글30·리포스트280을 확인함.","A: 조회수428000 ≥ 10만. 최근12 중앙값 대비 배수3.86으로 S 기준 5배에는 미달하며, 빈도표 구조와 피부·두피 항목 전환을 활용할 수 있음.",불명,게시물 광고·협찬 표기와 paid partnership label·직접 구매 CTA는 확인하지 못함. 캡션의 프로필 태그와 계정 프로필 상업 링크만으로 유료도달을 확정하지 않음.
SALT-DaFkrwBzJcR,2026-08-11T20:26:30.591+09:00,E1,salt.yaksa,소금약사 · 정소민,3.5만,국내 약사 인플루언서,,2026-06-28,44,https://www.instagram.com/salt.yaksa/reel/DaFkrwBzJcR/,DaFkrwBzJcR,릴스,40,299000,998,157,111000,2.69,,0.042453,,,1,불명,게시물 광고·협찬 표기와 paid partnership label·직접 구매 CTA는 확인하지 못함. 캡션에는 7일 뒤 영양제 추첨 가능성 언급이 있어 댓글 참여 유인으로는 기록하지만 유료도달 근거로 확정하지 않음.,피부·뷰티,일상 속 세균폭탄·여드름 유발 접촉원 TOP10,얼굴에 닿기 쉬운 일상 접촉물을 카운트다운으로 보여주고 1위 추측 댓글을 유도,여드름·세균·손위생·접촉물·공중화장실·키보드,FMT-SKIN-WORST-RANKING-001,H3 숫자·랭킹,일상 속 세균폭탄 top10,0-3초 일상 속 세균폭탄 top10 훅→3-35초 접촉물 10개 카운트다운→1위 추측 댓글·7일 뒤 영양제 추첨 언급,순위 숫자·화자 화면·접촉물 목록·경고색 제목 자막,약사 설명 릴스·화자 중심,30-45초,Goryeo Yamato • Kneel to None,여유 있음,1,후보,내용·형식,김주성·오약·선영·공용,A,,일상에서 손이 닿는 물건을 세균폭탄 카운트다운으로 보여주고 1위 추측과 추첨 참여를 유도한 피부 위생 릴스,"누구나 만지는 물건을 순위로 묶어 자기 행동과 바로 대조하게 만들고, 1위 추측과 추첨 언급으로 댓글 참여를 유도한 점이 확산에 기여했을 가능성(가설)","얼굴 만지기 전에 손부터 보세요: 일상 접촉물 TOP10;여드름 관리에서 놓치는 손 위생, 자주 만지는 물건 5가지;키보드·버스 손잡이·택배 상자, 만진 뒤 무엇을 해야 할까?",,,검토,상세 DOM에서 39초대 영상·화면 게시일 2026-06-28·좋아요 998·댓글 157·리포스트 49·오디오 Goryeo Yamato • Kneel to None 확인. OG/meta 설명은 2026-06-27·좋아요 990·댓글 155로 화면 표시와 차이가 있어 canonical 날짜·표시 지표는 UI 값을 사용. 화면 제목은 일상 속 세균폭탄 top10이며 마스크·덤벨·공중화장실문·키보드·마우스·버스손잡이·택배상자·엘베 버튼·마트카트손잡이·신용카드 일부 목록을 확인했으나 캡처 프레임에서 1위 문구는 노출되지 않음. 댓글에는 1위 스마트폰 추측이 확인됨. 원본 프레임·썸네일 미저장. 각색 시 세균·여드름 인과를 단정하지 않고 손 씻기·얼굴 접촉 줄이기·반복 증상 진료 신호를 근거와 함께 제시.,2026-08-11T20:26:30.591+09:00,,통과,"게시 44일로 최근 90일 범위이며 프로필 조회수299000·최근12 중앙값111000·배수2.69, 상세 DOM에서 약 40초·좋아요998·댓글157·리포스트49를 확인함.","A: 조회수299000 ≥ 10만. 최근12 중앙값 대비 배수2.69로 S 기준 5배에는 미달하며, 일상 접촉물 카운트다운 구조는 피부·손위생 주제로 각색 가능.",불명,게시물 광고·협찬 표기와 paid partnership label·직접 구매 CTA는 확인하지 못함. 7일 뒤 영양제 추첨 언급은 참여 유인으로 기록하되 유료 집행 증거로 확정하지 않음.
SALT-DbK4UMdzaCQ,2026-08-11T20:33:12.116+09:00,E1,salt.yaksa,소금약사 · 정소민,3.5만,국내 약사 인플루언서,,2026-07-25,17,https://www.instagram.com/salt.yaksa/reel/DbK4UMdzaCQ/,DbK4UMdzaCQ,릴스,51,241000,1.9천,34,111000,2.17,,0.042453,,,1,불명,게시물 광고·협찬 표기와 paid partnership label·직접 구매 CTA는 확인하지 못함. 제품·여행지 구매 언급은 있으나 유료 집행 근거로 확정하지 않음.,약물안전·복약,일본 여행 약 TOP5·국내 반입 주의,해외 여행지에서 살 의약품 목록과 국내 반입 주의 품목을 한 릴스에서 대비,일본 일반약·파브론골드A·EVE·위고비·마운자로·해외직구·국내반입,FMT-JAPAN-OTC-TOP5-WARNING-001,여행·랭킹형,일본가서 꼭 사야하는 약 TOP5,0-3초 일본 여행 약 TOP5 훅→3-30초 구매 추천 5개 목록→30-45초 사면 안 되는 약·국내 반입 주의→저장 CTA,TOP5 번호·구매 추천/주의 섹션 분리·주의 문구·제품명 자막,약사 설명 릴스·목록 자막 중심,45-60초,sasane • mosi mosi? LEESOL (KiiiKiii) Remix,무주공산,1,후보,내용·형식,오약·김주성·공용,A,,일본 여행에서 살 약 TOP5와 국내 반입 주의 품목을 한 릴스에서 구분해 안내,"여행 직전 검색 수요가 있는 구매 목록을 TOP5로 압축하고, 사면 안 되는 약과 국내 반입 주의를 이어 붙여 저장 가치를 만든 점이 반응을 이끌었을 가능성(가설)","해외여행 전 약사에게 먼저 물어볼 일본 약 5가지; 일본에서 사도 국내에 가져오면 안 될 수 있는 약, 성분부터 확인하세요; 여행 상비약은 제품명보다 복용 대상·반입 기준을 먼저 보세요",,,검토,"상세 DOM에서 51초대 영상·화면 게시일 2026-07-25·좋아요 표시1.9천·댓글34·리포스트305·오디오 sasane • mosi mosi? LEESOL (KiiiKiii) Remix 확인. OG/meta 설명은 2026-07-24·좋아요1,860·댓글34로 화면 표시와 날짜·좋아요 차이가 있어 canonical 날짜·표시 지표는 UI 값을 사용. 캡션은 일본 구매 추천 5개와 파브론골드A·EVE·위고비·마운자로 반입 주의 주장을 포함하지만 법률·통관·의약품 분류는 별도 최신 공식 출처 확인이 필요하며 원문을 사실로 확정하지 않음. 댓글에서 품목 구매처·연령·복용·반입 질문이 확인됨. 원본 프레임·썸네일 미저장.",2026-08-11T20:33:12.116+09:00,,통과,"게시 17일로 최근 90일 범위이며 프로필 조회수241000·최근12 중앙값111000·배수2.17, 상세 DOM에서 51초대·좋아요 표시1.9천·댓글34·리포스트305를 확인함.","A: 조회수241000 ≥ 10만. 최근12 중앙값 대비 배수2.17로 S 기준 5배에는 미달하며, 여행 약 목록과 반입 주의 섹션을 안전하게 각색할 수 있음.",불명,"게시물 광고·협찬 표기, paid partnership label, 직접 구매 CTA는 확인하지 못함. 일본 여행지 구매 목록은 상업적 언급이지만 유료 도달 집행의 근거로 확정하지 않음."
SALT-DbnejMAT_WJ,2026-08-11T20:37:42.881+09:00,E1,salt.yaksa,소금약사 · 정소민,3.5만,국내 약사 인플루언서,,2026-08-05,6,https://www.instagram.com/salt.yaksa/reel/DbnejMAT_WJ/,DbnejMAT_WJ,릴스,42,215000,1.7천,60,111000,1.94,,0.042453,,,2,불명,게시물 광고·협찬 표기와 paid partnership label은 확인하지 못했으나 캡션에 디슬립 파트너 링크와 @salt.yaksa 프로필 연결이 직접 노출됨.,증상·생활습관·영양제·성분,수면·디슬립 파트너 링크,수면 관련 추가 정보를 파트너 링크와 프로필로 연결하는 짧은 CTA,수면·숙면·수면시간·수면의 질·디슬립·영양제,FMT-PHARMACY-PROFILE-ROUTING-001,정보형 도입·프로필 연결,더 많은 수면이야기가 궁금하시다면?,수면 추가 정보 질문→디슬립 파트너 링크→@salt.yaksa 프로필 연결,짧은 질문형 자막·프로필 태그·이모지,약사 설명 릴스·상세 화면 미확인,30-45초,Giulio Cercato • Delicious,여유 있음,2,후보,내용·형식,선영·오약·공용,A,,수면 이야기를 더 보고 싶은 사용자를 디슬립 파트너 링크와 @salt.yaksa 프로필로 연결한 42초 릴스,수면 부족·수면시간에 관한 댓글 질문이 이어지는 상황에서 후속 정보를 짧은 CTA로 연결해 프로필 이동과 파트너 링크 클릭을 유도했을 가능성(가설),수면시간이 짧을 때 약사에게 먼저 물어볼 것;수면 정보와 제품 추천을 분리해서 확인하는 법;잠이 부족한데도 괜찮다고 느낄 때 확인할 신호,,,검토,"상세 DOM에서 42초대 영상·상대 게시일 5일 전·게시 datetime 2026-08-05T11:52:46Z·좋아요 표시1.7천·댓글60·리포스트50·오디오 Giulio Cercato • Delicious 확인. OG/meta 설명은 August 4, 2026·좋아요1,688·댓글60으로 화면 상대일·표시 좋아요와 차이가 있어 canonical 날짜는 게시 DOM의 현지 날짜 2026-08-05, 표시 지표는 UI 값을 사용. 캡션에는 디슬립 파트너 링크와 @salt.yaksa가 직접 노출되고 광고·협찬 표기는 확인하지 못함. 댓글은 평균 수면시간·밤낮 전환·수면 부족·제품 추천 질문이 중심. 원본 프레임·썸네일 미저장.",2026-08-11T20:37:42.881+09:00,,통과,"게시 6일로 최근 90일 범위이며 프로필 조회수215000·최근12 중앙값111000·배수1.94, 상세 DOM에서 42초대·좋아요 표시1.7천·댓글60·리포스트50을 확인함.","A: 조회수215000 ≥ 10만. 최근12 중앙값 대비 배수1.94로 S 기준 5배에는 미달하며, 수면 정보와 제휴 링크를 분리한 안전한 각색이 필요.",예,캡션에 `꿀잠파트너 디슬립 링크`와 @salt.yaksa 프로필 연결이 직접 노출되어 상업적 전환 구조가 확인됨. 광고·협찬 표기와 paid partnership label은 확인하지 못해 유료 집행 확정이 아닌 의심으로 기록.
SALT-DaNk9DCz-_S,2026-08-11T20:52:43.504+09:00,E1,salt.yaksa,소금약사 · 정소민,3.5만,국내 약사 인플루언서,,2026-07-01,41,https://www.instagram.com/salt.yaksa/reel/DaNk9DCz-_S/,DaNk9DCz-_S,릴스,47.9,212000,1036,143,111000,1.91,0.004887,0.042453,0.1151,0.1380,0,불명,"게시물 광고·협찬 표기와 paid partnership label, 직접 구매 CTA를 확인하지 못함; 캡션은 @salt.yaksa 연결만 포함해 유료 집행 여부 불명",생활습관,나이 듦 신호 6가지·자가점검,질문형 자가점검,노화 체감·기상·피부 건조·사레·신체 변화·자가점검,FMT-SYMPTOM-SELF-CHECK-001,자가진단형,슬프지만 조금.. 나이 먹었다는 신호🚨6가지ㅎㅎ,나이 듦 신호 6가지 제시→해당 개수 질문→댓글 반응,번호형 증상 자막·체크 유도 포맷; 대상 영상의 세부 화면 배치는 미확인,릴스 화면 구성 미확인,30-60초,"박은식 • 쇼팽 녹턴 2번 E flat 장조, Op. 9 No. 2",여유 있음,1,검토,내용·형식,김주성·오약·선영·공용,A,,나이 듦을 체감하는 6가지 신호를 짧은 목록으로 제시하고 해당 개수를 묻는 릴스,누구나 경험할 수 있는 신호를 6개 목록과 자기 대입 질문으로 압축해 공감·댓글을 유도했을 가능성(가설),나이 들수록 흔한 몸의 변화;이 증상은 나이 탓일까 진료 신호일까;약사가 정리한 중년 건강 체크리스트,,,검토,"프로필 기존 관측의 후보 조회수 212000을 canonical 조회수로 사용. 로그인 Instagram read-only 상세에서 47.9초, 화면 게시일 2026-07-01, DOM 게시시각 2026-07-01T09:51:24Z, OG 날짜 2026-06-30, OG 좋아요 1036·댓글 143, 화면 좋아요 1천·댓글 143·리포스트 37을 확인. 캡션은 나이 듦 신호 6가지와 해당 개수 질문. 댓글에는 기상·피부 건조·사레·6개 모두 해당 등 반응이 보였으나 자가진단 근거로 해석하지 않음. 세부 영상 프레임과 목록 전체는 미확인·추정하지 않음. 원본 이미지·영상 프레임·썸네일 미저장.",2026-08-11T20:52:43.504+09:00,,통과,게시일 41일 경과로 최근 90일 범위; 프로필 후보 조회수 212000·최근12 중앙값111000·배수1.91과 상세 DOM 지표 확인,"A: 조회수 212000 ≥ 10만, 배수 1.91",불명,"게시물 광고·협찬 표기와 paid partnership label, 직접 구매 CTA를 확인하지 못함. @salt.yaksa 연결만으로 유료 집행을 확정하지 않음."
JESSIYAKSA-Db5iMh5QlJ_,2026-08-11T23:45:29+09:00,E1,jessi_yaksa,제씨약사 | 뷰티•웰니스•건강 | 제선영,7469,국내 약사 인플루언서,국내,2026-08-11,0,https://www.instagram.com/jessi_yaksa/reel/Db5iMh5QlJ_/,Db5iMh5QlJ_,릴스,,10000,39,15,91500,0.1093,0.0039,0.028902,0.1350,0.3846,0,광고아님,캡션에 광고·협찬 표기와 제품 판매 CTA가 보이지 않음.,피부·뷰티,피부 톤·색소침착을 만드는 음식 TOP5,피부 톤 고민을 음식 순위와 멜라닌·염증 구분으로 설명,"색소침착, 멜라닌, 티로신, 철분, 초가공식품, 정크푸드",FMT-SKIN-WORST-RANKING-001,H3 숫자·랭킹,피부 까매지는 음식 TOP5 (캡션 제목; 첫 3초 화면은 미확인),5위~1위 음식 제시→멜라닌 재료와 염증성 식품 구분→일반 식품 금지 아님을 설명→배달 음식 줄이기 CTA,순위 숫자·음식 목록·멜라닌/염증 두 갈래 자막,약사 설명 릴스,,Giulio Cercato • Wow,여유 있음,2,검토,내용·형식,김주성·오약·선영·공용,미달,,피부가 어두워지는 음식 TOP5를 멜라닌 재료와 염증성 식품으로 나눠 설명하고 배달 음식 줄이기로 마무리하는 약사 릴스,순위형 음식 목록과 피부 톤 고민을 결합하고 3·4위는 금지 대상이 아니라는 반전을 넣어 댓글·저장 행동을 유도,피부 톤을 위해 먼저 줄일 음식 3가지; 음식이 곧바로 피부를 망친다고 단정해도 될까요?; 약국 상담 전에 식단에서 확인할 피부 자극 신호,,,선영,"프로필 릴스 그리드에서 조회수 1만, 상세 OG description에서 좋아요 39·댓글 15·2026-08-11 게시일 확인. 상세 video duration은 노출되지 않아 길이초는 빈칸. 음식-피부 인과는 근거 수준과 개인차를 별도 검토.",2026-08-11T23:45:29+09:00,,미달,"1만~5만 구간(배수 0.1093/6, 조회수 10000/10만).",미달: 조회수 10000; 배수 0.1093. 계정 중앙조회수 91500 대비 낮은 성과.,예,좋아요율 0.0039가 계정 평소 좋아요율 0.028902의 약 0.135배로 1/3 미만. 공개 유료 집행 데이터는 확인되지 않아 의심으로만 기록.
LITTLE-Db5GPzECpeY,2026-08-12T00:09:05+09:00,E1,little_yaksa,리틀약사,6만,국내 약사 인플루언서,,2026-08-11,1,https://www.instagram.com/little_yaksa/reel/Db5GPzECpeY/,Db5GPzECpeY,릴스,,17000,54,2,19000,0.89,0.003176,,,0.0370,0,아니오,캡션·본문에 광고·협찬·판매 CTA·제품 구매 유도는 확인하지 못했다. 프로필의 상담·이벤트 링크는 이 릴스의 유료도달 근거가 아니다.,증상,당뇨병 초기 신호 7가지,혈액검사 전에 확인할 수 있는 당뇨병 신호를 7개 체크리스트로 안내,당뇨병·다뇨·갈증·다식·시야흐림·피로·상처회복지연·반복감염·공복혈당·당화혈색소,FMT-SYMPTOM-CHECKLIST-7-001,증상 체크형,"당뇨병, 혈액검사 전에 몸이 먼저 신호를 보낼 수 있습니다.",당뇨병 신호 7개 제시→당뇨병 단정 금지→공복혈당·당화혈색소 확인 권고→가족 공유·팔로우 CTA,7개 번호 자막·증상 체크리스트·검사명 강조·저장·공유 CTA,약사 설명형 릴스,,오리지널 오디오,여유 있음,1,예,내용·형식,김주성·오약·선영·공용,미달,,당뇨병 초기 신호 7가지를 체크리스트로 제시하고 혈액검사 확인을 권하는 릴스,조회수 지표는 계정 중앙보다 낮아 성과 원인은 판정 불가. 7개 번호 구조와 가족 공유 CTA가 저장·공유에 유리할 가능성은 있으나 가설로만 기록한다.,"당뇨병 초기 신호, 혈액검사 전에 체크하세요;갈증·다뇨·피로가 반복되면 확인할 7가지;이 증상만으로 당뇨병을 단정하지 말고 검사 전에 이것부터 보세요",,,검토,"2026-08-12 직접 로그인 Instagram reel DOM 확인: 게시일 2026-08-11, 조회수 1.7만, 좋아요 54, 댓글 2, 영상 길이 메타 미노출. 캡션은 당뇨병 신호 7개와 공복혈당·당화혈색소 확인을 안내하며 당뇨병을 단정하지 않는다. 캡션·본문 광고·협찬·판매 CTA는 확인하지 못했다. 원본 프레임·썸네일 저장 없음.",2026-08-12T00:09:05+09:00,,미달,조회수 17000·계정 최근 비고정 9개 중앙조회수 19000·배수 0.89로 성과 게이트 미달.,조회수 1.7만·계정 중앙조회수 1.9만·배수 0.89로 A/S 성과 기준 미충족. 내용은 증상 체크리스트 참고 가치가 있으나 성과 등급은 미달로 기록.,불명,공개 유료도달 데이터와 광고 표기가 없고 계정 평소 좋아요율 원값도 없어 유료도달 여부를 판정하지 않는다.
